သဘာဝစ္ဆေဒန (န),[ သဘာဝ + ဆေဒန  ],ဟုတ် - မှန် - သောသဘောကို ဖြတ်ခြင်း။,
သဘာဝဇာနန (န),[ သဘာဝ + ဇာနန ],ဟုတ် - မှန်  - သောသဘောကို သိခြင်း။,
သဘာဝဇာနနတ္ထ (ပု),[ သဘာဝဇာနန + အတ္ထ ],ဟုတ် - မှန် - သော သဘောကို သိခြင်းအနက်။,
သဘာဝဉာဏ (န),[ သဘာဝ + ဉာဏ ],ပဋိသန္ဓေ - ပကတိ - ပင်ကိုယ် - သဘောဉာဏ်။,
သဘာဝဉာဏဂတိယုတ္တ (တိ),[ သဘာဝဉာဏ + ဂတိ + ယုတ္တ ],"ပကတိ - ပင်ကိုယ် - သဘော ဉာဏ် , ပညာနှင့် ယှဉ်သော။",
သဘာဝဋ္ဌ (ပု),[ သဘာဝ + အတ္ထ ။ တ္ထ - ကို ဋ္ဌ-ပြု။ နီတိ ၊ သုတ္တ။ ၁၀၇။ ],(၁) ( ပရမတ္ထအားဖြင့် ) ထင်ရှားရှိခြင်းနှင့် တကွဖြစ်သော - အနက် - သဘော။ (၂) ဟုတ် - မှန် - သော - အနက် - သဘော။,
သဘာဝဋ္ဌိတ (ပု),[ သဘာဝ + ဌိတ ],သဘောအားဖြင့် တည်သော ၊ သဘော၌တည်သော။,
သဘာဝနိယာမ (ပု),[ သဘာတ + နိယာမ ],သဘောအားဖြင့် မြဲသော။,
သဘာဝတိက္ခ (တိ),[ သဘာဝ + တိက္ခ ],မိမိ၏ သဘောလက္ခဏအားဖြင့် - ထက် - သန်စွမ်း - သော။,
သဘာဝတ္ထ (တိ),[ သဘာဝ + အတ္ထ ],(၁) သဘောဟူသောအနက်ရှိသော။ (ပု) (၂) သဘောဟူသောအနက်။,
သဘာဝတ္ထနာနတ္တာဘာဝ (ပု),[ သဘာဝတ္ထ + နာနတ္တ + အဘာဝ ],သဘောဖြစ်သောအနက်၏ ထူးသည်၏ အဖြစ်မရှိခြင်း။,
သဘာဝတ္ထဘေဒါဘာဝ (ပု),[ သဘာဝတ္ထ + ဘေဒ + အဘာဝ ],သဘာဝတ္ထနာနတ္တာဘာဝ - ကြည့်။,
သဘာဝဒဿန (တိ),[ သဘာဝ + ဒဿန ],(၁) သဘောကိုရှုလေ့ရှိသော။ (န) (၂) သဘောကိုပြကြောင်းဖြစ်သော စကား။,
ဘသာဝဒဿနစ္ဆာဒန (န),[ သဘာဝဒဿန + ဆာဒန ],ဟုတ် - မှန် - သောမြင်ခြင်းကို - ဖုံးလွှမ်း - ဖုံးအုပ် - ခြင်း။,
သဘာဝဒဿနဋ္ဌ (ပု),[ သဘာဝဒဿန + အတ္ထ ],(သင်္ခါရတို့၏) သဘောကို ပြတတ်သော - အနက် - သဘော။,
သဘာဝဒဿနဟေတု (ပု),[ သဘာဝဒဿန + ဟေတု ],သဘောကိုသိမြင်ခြင်း၏ အကြောင်း။,
သဘာဝဒီပန (တိ),[ သဘာဝ + ဒီပန  ],(၁) သဘောကိုပြတတ်သော။ (န) (၂) သဘောကိုပြသည်၏ အဖြစ်။,
သဘာဝဒုက္ခဝါစီ (တိ),[ သဘာဝ + ဒုက္ခ + ဝါစီ ။ ထီ - ၌ ---- ဝါစိနီ။ ],ပကတိ - ပင်ကိုယ် - သဘောဖြစ်သော ဒုက္ခကို ဟောလေ့ရှိသော။,
သဘာဝဒုဂ္ဂန္ဓ (တိ),[ သဘာဝ + ဒု + ဂန္ဓ ],သဘောအားဖြင့်  မကောင်းသော အနံ့ရှိသော။,
သဘာဝဒုဗ္ဗလ (တိ),[ သဘာဝ + ဒုဗ္ဗလ ],ပကတိ - ပင်ကိုယ် - သဘောအားဖြင့် အားနည်းသော။,
သဘာဝဓမ္မ (ပု),[ သဘာဝ+ ဓမ္မ ],(၁) (ပရမတ္ထအားဖြင့် ) ထင်ရှားရှိခြင်းနှင့် တကွဖြစ်သော၊ တရား။  (၂) မိမိ၏ သဘောလက္ခဏာဖြစ်သောတရား။ (၃) အတ္တ - အသက် - လိပ်ပြာ - ကြောင့် ဖြစ်ပေါ်သော တရား ။ (၄) ဟုတ် - မှန် - သော တရား။,
သဘာဝဓမ္မကထန (န),[ သဘာဝဓမ္မ + ကထန ],( ပရမတ္တအားဖြင့် ) ထင်ရှားရှိခြင်းနှင့်တကွဖြစ်သော တရားကို ပြောဆိုခြင်း။,
သဘာဝဓမ္မကထိက (တိ),[ သဘာဝဓမ္မ + ကထိက ],ဟုတ် - မှန် - သော သစ္စာတရားကို - ဟော - ပြ - တတ်သော - ခြင်း၌ ယှဉ်-သော ၊ သူ။,
သဘာဝဓမ္မကောဋ္ဌာသ (ပု),[ သဘာဝဓမ္မ + ကောဋ္ဌာသ ],သဘောတရား၏ - အဖို့ - အစု ။,
သဘာဝဓမ္မဂတိက (တိ),[ သဘာဝဓမ္မ + ဂတိက  ],သဘောတရား၏ အလားရှိသော။,
သဘာဝဓမ္မဒေသနာဗာဟုလ္လ (န),[ သဘာဝဓမ္မ + ဒေသနာ + ဗာဟုလ္လ ],သဘောတရားကို ဟောခြင်းများသည်၏ အဖြစ်။,
သဘာဝဓမ္မနိဒ္ဓါရဏပဓာန (တိ),[ သဘာဝဓမ္မ + နိဒ္ဓါရဏ + ပဓာန ],သဘောတရားကို ( အသီး အခြား ) ထုတ်ခြင်းလျှင် ပြဓာန်းခြင်းရှိသော။,
သဘာဝဓမ္မနိရုတ္တိ (ထီ),[ သဘာဝဓမ္မ + နိရုတ္တိ  ],သဘောတရားကို ထုတ်ဆိုခြင်း ၊ ထုတ်ဆိုအပ်သော - သဘောတရား - ပရမတ္ထတရား။,
သဘာဝဓမ္မပရိစ္ဆိန္န (တိ),[ သဘာဝဓမ္မ + ပရိစ္ဆိန္န  ],သဘောတရားတို့ဖြင့် ပိုင်းခြားအပ်သော။,
သဘာဝဓမ္မပ္ပဝတ္တိ (ထီ),[ သဘာဝဓမ္မ + ပဝတ္တိ  ],သဘောတရား၏ ဖြစ်ရာ ( အချိန် - အခါ )။,
သဘာဝဓမ္မဝါစက (တိ),[ သဘာဝဓမ္မ + ဝါစက။ ထီ - ၌ -- ဝါစိကာ။ ],သဘောတရားကို - ဟော - ပြော - ဆို - တတ်သော။,
သဘာဝဓမ္မသင်္ဂဟိတ (တိ),[ သဘာဝဓမ္မ + သင်္ဂဟိတ  ],သိမ်းယူအပ်သော သဘောတရား။,
သဘာဝဓမ္မာရမ္မဏ (တိ),[ သဘာဝဓမ္မ + အာရမ္မဏ  ],သဘောတရားလျှင် အာရုံရှိသော။,
သဘာဝဓမ္မာရမ္မဏကမ္ပဋ္ဌာန (န),[ သဘာဝဓမ္မာ - ရမ္မဏ + ကမ္မဋ္ဌာန  ],သဘောတရားလျှင် အာရုံ ရှိသော ကမ္မဋ္ဌာန်း။,
သဘာဝဓမ္မာဝဗောဓကိစ္စ (န) ,[ သဘာဝဓမ္မ + အဝဗောဓ + ကိစ္စ ],သဘောတရားကို - ထိုးထွင်း၍ - မချွတ်မလွဲ - အမှန်အကန် - သိခြင်း ကိစ္စ။,
သဘာဝဓမ္မုပါဒါန (တိ),[ + သဘာဝဓမ္မ + ဥပါဒါန ],သဘောတရားကို - စွဲမှီ - အကြောင်းပြု - သော ၊ အစွဲပြု၍ ဖြစ်သော။,
သဘာဝဓာရဏ (တိ),[ သဘာဝ + ဓာရဏ ],(၁) သဘော - လက္ခဏာ- ကို ဆောင်တတ်သော။ (န) (၂) သဘော - လက္ခဏာ - ကိုဆောင်ခြင်း။ (၃) သဘော - လက္ခဏာ - ကို ဆောင်တတ်သည်၏ အဖြစ်။,
သဘာဝဓာရဏဋ္ဌ (ပု),[ သဘာဝဓာရဏ + အတ္ထ ],သဘောကိုဆောင်တတ်သော - အနက် - သဘော။,
သဘာဝဓာရဏာဒိအတ္ထ (ပု),[ သဘာဝဓာရဏ + အာဒိ + အတ္ထ ],သဘောကိုဆောင်ခြင်းအစရှိသော - အနက် - သဘော။,
သဘာဝဓရဏာဒိအတ္ထဇောတက (တိ),[ သဘာဝဓာရဏာဒိအတ္ထ + ဇောတက ],သဘောကိုဆောင်ခြင်းအစရှိသော အနက်ကို ထွန်းပြတတ်သော။,
သဘာဝဓာရဏာဒိအတ္ထသာမည (တိ),[ သဘာဝဓာရဏာဒိအတ္ထ + သာမည ],သဘောကိုဆောင်ခြင်းအစရှိသောအနက်၏ - တူညီ - တူမျှ - သည်၏ အဖြစ် ၊ အများနှင့်ဆက်ဆံခြင်း။,
သဘာဝဓာရဏာဒိလက္ခဏ (န),[ သဘာဝ - ဓာရဏာဒိ + လက္ခဏ ],သဘောကိုဆောင်ခြင်းအစရှိသောလက္ခဏာ။,
သဘာဝဓာရဏာဒိသာမညတ္ထ (ပု),[ သဘာဝ - ဓာရဏာဒိ + သာမည + အတ္ထ ],သဘောကိုဆောင်ခြင်းအစရှိသော - သာမန် - အများနှင့် ဆက်ဆံခြင်း - သာမည - အနက်။,
သဘာဝနာနတ္တဘေဒ (ပု),[ သဘာဝ + နာနတ္တ + ဘေဒ  ],သဘောထူးသည်၏အဖြစ်၏ ကွဲပြားခြင်း။,
သဘာဝနာမ (န),[ သဘာဝ + နာမ  ],သဘောအားဖြင့် ရအပ်သောနာမည်။,
သဘာဝနိဒ္ဒေသ (ပု),[ သဘာဝ + နိဒ္ဒေသ ],သဘောကိုညွှန်ပြကြောင်းဖြစ်သော ၊ သရုပ်ကို ညွန်ပြကြောင်းဖြစ်သော သဒ္ဒါ။,
သဘာဝနိယတိယဒိစ္ဆာဘိနိဝေသ (ပု),[ သဘာဝ + နိယတိ + ယဒိစ္ဆာ + အဘိနိဝေသ ],"သဘောအားဖြင့် မြဲခြင်းကို နှလုံးသွင်းခြင်း, သဘောအားဖြင့် - အလိုလို - အလိုရှိတိုင်း - နှလုံးသွင်းခြင်း။",
သဘာဝနိယမန (န),[ သဘာဝ + နိယမန ],သဘောကိုမှတ်ခြင်း။,
သဘာဝနိယမဝစန (န),[ သဘာဝ + နိယမ + ဝစန  ],သဘော - သရုပ် - ကို မှတ်ကြောင်းဖြစ်သောသဒ္ဒါ။,
သဘာဝနိယမသိဒ္ဓ (တိ),[ သဘာဝနိယမ + သိဒ္ဓ  ],သဘော - အစဉ်အလာ - ထုံးစံ - အားဖြင့် ပြီးသော ၊ သဘောသာလျှင်ဖြစ်သော နိယမအားဖြင့်ပြီးသော။,
သဘာဝနိရုတ္တာဘိလာပ (ပု),[ သဘာဝ + နိရုတ္တိ + အဘိလာပ ],ဟုတ် - မှန် - သော ( သဘောဖြစ်သော ) ထုတ်ဖေါ်ရွတ်ဆိုအပ်သည့် သဒ္ဒါကို ရှေးရှုရွတ်ဆိုခြင်း။,
သဘာဝနိရုတ္တိ (တိ),[ သဘာဝ + နိရုတ္တိ  ],မဖောက်မပြန် - ဟုတ် - မှန် - သည့် ထုတ်ဖေါ်ရွတ်ဆိုအပ်သော - အသံ - သဒ္ဒါ၊ မာဂဓဘာသာ ၊ မဖောက်မပြန်သော သဘာဝနိရုတ္တိ။,
သဘာဝနိရုတ္တိအဘိလာပ (ပု),[ သဘာဝနိရုတ္တိ + အဘိလာပ ],သဘာဝနိရုတ္တာဘိလာပ - ကြည့်။,
သဘာဝနိရုတ္တိတာဉာပန (န),[ သဘာဝနိရုတ္တိ + တာ + ဉာပန ],မဖေောက်မပြန်  - ဟုတ်မှန် - စွာသော - ထုတ်ဖော်ရွတ်ဆိုအပ်သည်၏အဖြစ်ကို သိစေခြင်း။,
သဘာဝနိရုတ္တိဘာဝဒီပက (တိ),[ သဘာဝနိရုတ္တိ + ဘာဝ + ဒီပက ],မဖောက်မပြန် - ဟုတ်မှန် - စွာသော - ထုတ်ဖော်ရွတ်ဆိုအပ်သည်၏အဖြစ်ကို ပြတတ်သော။,
သဘာဝနိရုတ္တိဝိသယ (တိ),[ သဘာဝနိရုတ္တိ + ဝိသယ ],မဖောက်မပြန် - ဟုတ်မှန် - စွာသော - ထုတ်ဖော်ရွတ်ဆိုအပ်သည့် သဒ္ဒါရုံလျှင် အာရုံရှိသော။,
သဘာဝနိရုတ္တိသညိတ (တိ),[ သဘာဝနိရုတ္တိ + သညိတ ],မဖောက်မပြန်  - ဟုတ်မှန် - စွာသော - ထုတ်ဖော်ရွတ်ဆိုအပ်သည့် မာဂဓဘာသာဟု သိအပ်သော။,
သဘာဝနိရုတ္တိသဒ္ဒ (ပု),[ သဘာဝနိရုတ္တိ + သဒ္ဒ  ],မဖောက်မပြန် - ဟုတ်မှန် - စွာသော - ထုတ်ဖော်ရွတ်ဆိုအပ်သည့် - အသံ - သဒ္ဒါရုံ။,
သဘာဝနိရုတ္တိသမုပေတ (တိ),[ သဘာဝနိရုတ္တိ + သမုပေတ ],မဖောက်မပြန် - ဟုတ်မှန် - စွာသော  - ထုတ်ဖော်ရွတ်ဆိုအပ်သည့် - မာဂဓဘာသာနှင့် ကောင်းစွာပြည့်စုံသော။,
သဘာဝနိရုတ္တိသမ္ပတ္တိ (ထီ),[ သဘာဝနိရုတ္တိ + သမ္ပတ္တိ ],မဖောက်မပြန် - ဟုတ်မှန် - စွာသော - ထုတ်ဖော်ရွတ်ဆိုအပ်သည့် မာဂဓဘာသာနှင့် ပြည့်စုံခြင်း။,
သဘာဝနိဿတ္တသုညတဋ္ဌ (ပု),[ သဘာဝ + နိဿတ္တ + သုညတ + အတ္ထ ],"သဘောဟူသောအနက် , သတ္တဝါမဟုတ်ဟူသောအနက် , အတ္တမှဆိတ်သည်၏အဖြစ်ဟူသော - အနက် - သဘော။",
သဘာဝနိဿန္ဒ (ပု),[ သဘာဝ + နိဿန္ဒ ],သဘောဖြစ်သောအကျိုးဆက်။,
သဘာဝနိဿယဒွါရာရမ္မဏ (န),[ သဘာဝ + နိဿယ + ဒွါရ + အာရမ္မဏ ],"သဘော , မှီရာ , ဒွါရ , အာရုံ။",
သဘာဝနိဿိတ (တိ),[ သဘာဝ + နိဿိတ ],ဟုတ် - မှန် - သည့်သဘောကို မှီသော။,
သဘာဝန္တရ (န),[ သဘာဝ + အန္တရ ],သဘော - အထူး - ကွဲပြားခြင်း - အသီးအခြား။,
သဘာဝန္တရာမသန (န),[ သဘာဝန္တရ + အာမသန ],သဘာဝအထူးအပြားကို သုံးသပ်ခြင်း။,
သဘာဝပကတိ (ထီ),[ သဘာဝ + ပကတိ ],သဘော - အလေ့အကျက် - အစဉ်အလာ - ထုံးစံ - ဓမ္မတာ။,
သဘာဝပကတိက (တိ),[ သဘာဝ + ပကတိက ],သဘောဖြစ်၍ အလိုလိုဖြစ်သော ၊ သဘောဖြစ်၍လျှင် - ထုံးတန်းစဉ်လာ - အလေ့အကျက် - ဖြစ်သော။ ( အကိတ္တိမ - လည်းကြည့်)။,
သဘာဝပကတိကိရိယ (ထီ ၊န),[ သဘာဝပကတိ + ကိရိယ ],သဘော - အလေ့အကျက် - အစဉ်အလာ - ထုံးစံ - ဓမ္မတာ - ဖြစ်သော - အပြု - အမူ။,
သဘာဝပစ္စတ္တ (တိ),[ သဘာဝ + ပစ္စတ္တ ],သဘောအားဖြင့် မိမိကိုစွဲ၍ ဖြစ်သော၊ ( သဘော - သဘာဝ - ကိုပြသော သီးခြားပုဒ်)။,
သဘာဝပညတ္တိ (ထီ),[ သဘာဝ + ပညတ္တိ ],ဟုတ် - မှန် - သောတရားတို့ကို - အပြားအားဖြင့် သိစေ - ခေါ်ဝေါ် - ကြောင်းပညတ်၊ ဟုတ် - မှန် - သော အားဖြင့် ခေါ်ဝေါ်ကြောင်း ပညတ်။,
သဘာဝပဋိစ္ဆာဒ (ပု),[ သဘာဝ + ပဋိစ္ဆာဒ  ],ဟုတ် - မှန် - သောသဘောကို - ဖုံးလွှမ်း - ဖုံးကွယ် - ခြင်း။,
သဘာဝပဋိစ္ဆာဒက (ပု),[ သဘာဝ + ပဋိစ္ဆာဒက။ ထီ - ၌ --ပဋိစ္ဆာဒိကာ။ ],ဟုတ် - မှန် - သောသဘောကို ဖုံးလွှမ်းတတ်သော။,
သဘာဝပဋိစ္ဆာဒကမောဟန္ဓကာရဝိဒ္ဓံသနရသ (တိ),[ သဘာဝပဋိစ္ဆာဒက + မောဟ + အန္ဓကာရ + ဝိဒ္ဓံသန + ရသ ],ဟုတ် - မှန် - သော သဘောကို ဖုံးလွှမ်းတတ်သော မောဟဟူသော အမိုက်တိုက်ကို ဖျက်ဆီးခြင်း ကိစ္စရှိသော။,
သဘာဝပဋိစ္ဆာဒန (န),[ သဘာဝ + ပဋိစ္ဆာဒန ],သဘာဝပဋိစ္ဆာဒ - ကြည့်။,
သဘာဝပဋိပက္ခ (ပု),[ သဘာဝ + ပဋိပက္ခ ],"( အနိစ္စ , ဒုက္ခ , အနတ္တ , အသုဘ ) သဘော- မှ - တို့၏ - ဆန့်ကျင်ဘက်။",
သဘာဝပဋိပူဇနီယ (တိ),[ သဘာဝ + ပဋိပူဇနီယ ],သဘောအားဖြင့် တုံ့ပြန်၍ ပူဇော်အပ်သော။,
သဘာဝပဋိလာဘ (ပု),[ သဘာဝ + ပဋိလာဘ ],သဘော - အကျိုးစီးပွား - ကိုရခြင်း။,
သဘာဝပဋိဝေဓပညာ (ထီ),[ သဘာဝ + ပဋိဝေဓ + ပညာ ],သဘောကို ထိုးထွင်း၍ သိသော ပညာ။,
သဘာဝပဋိဝေဓလက္ခဏ (တိ),[ သဘာဝပဋိဝေဓ  + လက္ခဏ ],သဘောကိုထိုးထွင်းသိခြင်းလျှင် - မှတ်ကြောင်း - လက္ခဏာ - ရှိသော။,
သဘာဝပဋိသေဓ (ပု),[ သဘာဝ + ပဋိသေဓ ],သဘောကို တားမြစ်ခြင်း။,
သဘာဝပဏ္ဍရ (တိ),[ သဘာဝ + ပဏ္ဍရ  ],သဘောအားဖြင့် ဖြူစင်သော။,
သဘာဝပဒ (န),[ သဘာဝ + ပဒ ],သဘောကို ပြတတ်သောပုဒ်။,
သဘာဝပဘေဒ (ပု),[ သဘာဝ + ပဘေဒ ],သဘော၏ - အထူး - အပြား။ သဘာဝဖြစ်သော - အထူး - အပြား။,
သဘာဝပရက္ကမ (တိ),[ သဘာဝ + ပရက္ကမ  ],ဟုတ် - မှန် - သောလုံ့လရှိသော။,
သဘာဝပရိစ္စာဂ (ပု),[ သဘာဝ + ပရိစ္စာဂ ],( ရဟန်း၏ ) သဘောကို စွန့်ခြင်း။,
သဘာဝပရိစ္ဆိန္န (တိ),[ သဘာဝ + ပရိစ္ဆိန္န ],သဘောအားဖြင့် ပိုင်းခြားအပ်သော။,
သဘာဝပရိစ္ဆေဒက (တိ),[ သဘာဝ + ပရိစ္ဆေဒက။ ထီ -၌ -- ပရိစ္ဆေဒိကာ။ ],ဟုတ်-မှန်-သော သဘောကို - ပိုင်းခြား - သိ - တတ်သော၊ ဉာဏ်ပညာ။,
သဘာဝပရိယာယ (ပု),[ သဘာဝ + ပရိယာယ ],သဘာဝသဒ္ဒါ၏ - ပရိယာယ် - စကားလှယ်။,
သဘာဝပရိသုဒ္ဓ (တိ),[ သဘာဝ + ပရိသုဒ္ဓ ],သဘောအားဖြင့်စင်ကြယ်သော။,
သဘာဝပရိသုဒ္ဓဋ္ဌ (ပု),[ သဘာဝပရိသုဒ္ဓ + အတ္ထ ],သဘောအားဖြင့်စင်ကြယ်သော - အနက် - သဘော။,
သဘာဝပရိသုဒ္ဓသီလ (တိ),[ သဘာဝပရိသုဒ္ဓ + သီလ ],သဘောအားဖြင့်စင်ကြယ်သော - အကျင့် - သီလ - ရှိသော ၊ သူ။,
သဘာဝပဝေဒန (တိ),[ သဘာဝ + ပဝေဒန ],သဘောအားဖြင့် - သိစေ - ဟောကြား - ကြေငြာ - သော။,
သဘာဝပါတုကမ္မ (န),[ သဘာဝ + ပါတုကမ္မ ],ပကတိ - ပင်ကိုယ် - သဘောကို ထင်စွာပြုခြင်း။,
သဘာဝပါတုကမ္မဒဿန  (န),[ သဘာဝပါတုကမ္မ + ဒဿန ],ပကတိ - ပင်ကိုယ် - သဘော၏ ထင်ရှားပုံကိုပြခြင်း။,
သဘာဝပေက္ခနဋ္ဌ (ပု),[ သဘာဝ + ပေက္ခန + အတ္ထ  ],ဟုတ် - မှန် - သောသဘောကို ရှုကြည့်ခြင်း - သိမြင်ခြင်း - အနက် - သဘော။,
သဘာဝပ္ပတ္တိ (ထီ),[ သဘာဝ + ပတ္တိ ],ဟုတ် - မှန် - သောသဘောသို့ရောက်ခြင်း။,
သဘာဝဘာဝ (ပု),[ သဘာဝ + ဘာဝ ],သဘောဖြစ်သောကိစ္စလက္ခဏာ။,
သဘာဝဘာသိတ (တိ),[ သဘာဝ + ဘာသိတ ],ဟုတ် - မှန် - သော သဘောအားဖြင့် ဟောအပ်သော။,
သဘာဝဘူတဣန္ဒြိယ (တိ),[ သဘာဝ + ဘူတ + ဣန္ဒြိယ ],ပကတိ - ပင်ကိုယ် - သဘောဖြစ်၍ ဖြစ်သော ဣန္ဒြေရှိသော။ သဘောရင်းဖြစ်၍ ဖြစ်သော ဣန္ဒြေရှိသော။,
သဘာဝဘူတကရုဏ (တိ),[ သဘာဝဘူတ + ကရုဏာ + အ  ],ပကတိ - ပယ်ကိုယ် - သဘောဖြစ်၍ဖြစ်သည့် သနားခြင်းဂရုဏာရှိသော။,
သဘာဝဘူတလက္ခဏ (န),[ သဘာဝဘူတ + လက္ခဏ  ],ပကတိ - ပင်ကိုယ် - သဘော - သဘောရင်း - ဖြစ်၍ဖြစ်သောလက္ခဏာ။,
သဘာဝဘူတသီလာဒိဘာဝိတ (တိ),[ သဘာဝ - ဘူတ + သီလာဒိ + ဘာဝိတ ],ပကတိ - ပင်ကိုယ် - သဘော - သဘေောရင်း - ဖြစ်၍ဖြစ်သည့်ပွားများအပ်သော သီလစသည်ရှိသော။,
သဘာဝဘေဒ (ပု),[ သဘာဝ + ဘေဒ ],(၁) ပကတိ - ပင်ကိုယ် - သဘော - သဘောရင်း - သည်ပြုအပ်သောအပြား။ (၂) ပကတိ - ပင်ကိုယ် - သဘော - သဘောရင်း - ကို ခွဲခြမ်းဝေဘန်ခြင်း။,
သဘာဝဘေဒါဘာဝ (ပု),[ သဘာဝဘေဒ + အဘာဝ  ],ပကတိ - ပင်ကိုယ် - သဘော - သဘောရင်း - သည်ပြုအပ်သော ကွဲပြားခြင်း၏ မရှိခြင်း။,
သဘာဝမဓုရ (တိ),[ သဘာဝ + မဓုရ ],ပကတိ - ပင်ကိုယ် - သဘော - အားဖြင့် ချိုမြိန်သော အရသာရှိသော။,
သဘာဝရသ (ပု),[ သဘာဝ + ရသ ],မိမိ၏ သဘောလက္ခဏာကိစ္စ။,
သဘာဝရသလက္ခဏ (န),[ သဘာဝရသ + လက္ခဏ  ],မဖောက်မပြန် - ဟုတ် - မှန် - သော ကိစ္စလက္ခဏာ။,
သဘာဝရဟိတ (တိ),[ သဘာဝ + ရဟိတ ],ပရမတ္ထအားဖြင့် ထင်ရှားရှိခြင်းနှင့်တကွဖြစ်သည့် သဘောမှကင်းသော။,
သဘာဝလက္ခဏ (န),[ သဘာဝ + လက္ခဏ ],သဘာဝဘာဝ - ကြည့်။,
သဘာဝလက္ခဏပဋိဝေဓ (ပု),[ သဘာဝလက္ခဏ + ပဋိဝေဓ  ],"ဟုတ် - မှန် - သောသဘော , လက္ခဏာကို ထိုးထွင်း၍သိခြင်း။",
သဘာဝလက္ခဏာဝဗောဓ (ပု),[ သဘာဝလက္ခဏ + အဝဗောဓ  ],သဘာဝလက္ခဏပဋိဝေဓ - ကြည့်။,
သဘာဝလက္ခဏာဝဘာသန (န),[ သဘာဝလက္ခ - ဏ + အဝဘာသန  ],ဟုတ် - မှန် - သောသဘောလက္ခဏာတို့ကို - ထွန်းပြ - ထင်လင်းစေ - ခြင်း။,
သဘာဝလဟုက (တိ),[ သဘာဝ + လဟုက ],ပကတိ - ပင်ကိုယ် - သဘောအားဖြင့် - ပေါ့ပါး - လျှင်မြန် - ခြင်းရှိသော။,
သဘာဝလိင်္ဂ (န),[ သဘာဝ + လိင်္ဂ ],ပကတိ - ပင်ကိုယ် - လိင် ( နပုလ္လိင်)။,
သဘာဝဝစန (န),[ သဘာဝ + ဝစန ],ဟုတ် - မှန် - သော သဘောကိုဖော်ပြသည့် စကား ၊ သဘောမှန်စကား။,
သဘာဝဝဏ္ဏ (ပု),[ သဘာဝ + ဝဏ္ဏ ],မိမိဖြစ်မြဲသဘောအမျိုး အနွယ် ၊ သဘောဖြစ်၍ ဖြစ်သော အဆင်း ၊ ပြကတေ့ - ပင်ကိုယ် - အဆင်း။,
သဘာဝဝဏ္ဏသိဒ္ဓိ (ထီ),[ သဘာဝဝဏ္ဏ + သိဒ္ဓိ ],သဘောဖြစ်၍ဖြစ်သော အဆင်း၏ပြီးစီးခြင်း။,
သဘာဝဝဝတ္ထာန (န),[ သဘာဝ + ဝဝတ္ထာန ],သဘော - ပင်ကိုယ်သဘောလက္ခဏာ - ကို - ပိုင်းခြား - မှတ်သား - ခြင်း။,
သဘာဝဝန္တု (တိ),[ သဘာဝ + ဝန္တု။ ထီ-၌ -- ဝတီ။ ],သဘာဝ - လက္ခဏာ - ပရမတ္ထဓမ္မ - အစစ် အမှန်တရား - ရှိသော။,
သဘာဝဝါစက (တိ),[ သဘာဝ + ဝါစက ],ဟုတ် - မှန် - သည်ကို ဟောတတ်သော ၊ သဘောရင်း ( အမှန် ) ကို ဟောတတ်သော ၊ ပရမတ္ထဓမ္မကို ဟောတတ်သော။,
သဘာဝဝါစီ (တိ),[ သဘာဝ + ဝါစီ  ],သဘာဝ - ဝါစက - ကြည့်။,
သဘာဝဝါဒ (ပု),[ သဘာဝ + ဝါဒ ],ဟုတ် - မှန် - သောသဘာဝကို ပြောဆိုသည့်-အယူ-ဝါဒ။,
သဘာဝဝါဒီ (တိ),[ သဘာဝ +  ဏီ ။ ထီ - ၌ -- ဝါဒိနီ။ ],ဟုတ် - မှန် - သည်ကို ဆိုလေ့ရှိသော ၊ သူ။,
သဘာဝဝိဂမ (ပု),[ သဘာဝ + ဝိဂမ ],ပကတိ - ပင်ကိုယ် - သဘောမှကင်းခြင်း။,
သဘာဝဝိဂမာကာရ (ပု),[ သဘာဝဝိဂမ + အာကာရ  ],ပြကတိ - ပင်ကိုယ်သဘောလက္ခဏာ၏ - ကင်းပျောက် - ကုန်ခန်း - သော အခြင်းအရာ။,
သဘာဝဝိစိနနသမတ္ထ (တိ),[ သဘာဝ + ဝိစိနန + သမတ္ထ ],သဘောလက္ခဏာကို - စူးစမ်း - စိစစ် - စစ်ဆေး - ရွေးချယ် - ခြင်းငှာ စွမ်းနိုင်သော။,
သဘာဝဝိဇဟန (န),[ သဘာဝ + ဝိဇဟန ],သဘောလက္ခဏာကို စွန့်ခြင်း။,
သဘာဝဝိနိမုတ္တ (တိ),[ သဘာဝ + ဝိနိမုတ္တ ],သဘောလက္ခဏာမှ - အလွတ်ဖြစ် - လွတ် - သော။,
သဘာဝဝိဘာဂ (ပု),[ သဘာဝ + ဝိဘာဂ ],သဘော - လက္ခဏာ - ကို - ခွဲခြမ်း - ဝေဘန်ခြင်း။,
သဘာဝဝိဘာဝန ( ထီ ၊ န ),[ သဘာဝ + ဝိဘာဝန  ],သဘော - လက္ခဏာ - ကို - ထင်စွာပြခြင်း။,
သဘာဝဝိရဟိတ (တိ),[ သဘာဝ + ဝိရဟိတ ],ပြကတိ - ပင်ကိုယ် - သဘောမှကင်းသော။,
သဘာဝဝိရုဒ္ဓ (တိ),[ သဘာဝ + ဝိရုဒ္ဓ ],သဘော - လက္ခဏာ - အားဖြင့် ဆန့်ကျင်သော။,
