သလ္လက္ခိတဘာဝ (ပု),[ သလ္လက္ခိတ + ဘာဝ ],မှတ် - မှတ်သား - အပ်သည်၏ အဖြစ်။,
သလ္လက္ခိတုံ (ဗျ),[ သံ + လက္ခ + တုံ],မှတ် - မှတ်သား - ခြင်းငှာ။,
သလ္လက္ခီယတိ (ကမ္မ ၊ ကြိ) ,[ သံ + လက္ခ + ယ + တိ ။ ဤ -လာ။ ],မှတ် - မှတ်သား - အပ်၏။,
သလ္လက္ခီယန္တိ ( ကမ္မ ၊ ကြိ ) ,[ သံ + လက္ခ + ယ + အန္တိ ],မှတ် - မှတ်သား - အပ်ကုန်၏။,
သလ္လက္ခေယျ ( ကြိ ) ,[ သံ + လက္ခ + ဧယျ ],မှတ် - မှတ်သား - ရာ၏ ။,
သလ္လက္ခေယျုံ ( ကြိ ),[ သံ + လက္ခ + ဧယျုံ],မှတ် - မှတ်သား - ကုန်ရာ၏။,
သလ္လက္ခေယျာထ (ကြိ ),[ သံ + လက္ခ + ဧယျာထ],မှတ် - မှတ်သား - ကုန်ရာ၏။,
သလ္လက္ခေတဗ္ဗ (တိ),[ သံ + လက္ခ + ဏေ + တဗ္ဗ။ သလ္လက္ခေတိ - ကြည့်။ ],(၁) မှတ် - မှတ်သား - အပ် - သင့် - ထိုက်သော ။ (၂) ကောင်းစွာ မှတ်သားအပ်သော ၊ (ဝိ ၊ ၄။ ၃၇၄ ၊ သျ ။ စံ။) ထက်ဝန်းကျင်ကြည့်ရှု - မှတ် သား - အပ် - သင့် - ထိုက်သော။,
သလ္လက္ခေတိ ( ကြိ ),[ သံ + လက္ခ + ဏေ + တိ။ နီတိ ၊ ဓာတု ။ ၂၈၃။ သံလက္ၑတိ - သံ။ သံလက္ခဣ - ပါကတ။ ],(၁) မှတ် - မှတ်သား - ၏ ။ (၂) ကောင်းစွာ - မှတ် - မှတ်သား - ၏ ။ (၃) ထင် - မှတ်ထင် - ၏ ။ (၄) ကြည့်ရှု၏ ၊ မှတ်နိုင်၏ ။ (၅) ထက်ဝန်း ကျင် - ကြည့်ရှု - စစ်ဆေး - လေ့လာ - ၏ ။ (၆) ကြံစည် - စုံစမ်း-၏ ။ (၇) ထိုးထွင်း၍ သိ၏ ။ (၈) အောက်မေ့ - အမှတ်ရ - သတိရ-၏ ။(၉) ပိုင်းခြား၏ ။ ,
သလ္လက္ခေတုံ (ဗျ),[ သံ + လက္ခ + ဏေ + တုံ ],မှတ် - မှတ်သား - ခြင်း ငှာ။,
သလ္လက္ခေတွာ ( ကြိ ၊ ဝိ ),[ သံ + လက္ခ + ဏေ + တွာ ],(၁) မှတ် - မှတ် သား-၍ ။ (၂) ထက်ဝန်းကျင် - ကြည့်ရှု - စစ်ဆေး  - လေ့လာ-၍ ။ (၃) စုံစမ်း - စူးစမ်းဆင်ခြင် - ကောင်းစွာမှတ် - ၍ ။ (၄) ပိုင်းခြား၍ ။,
သလ္လက္ခေထ ၁ ( ကြိ ),[ သံ + လက္ခ + ဏေ + ထ ],(သင်တို့) မှတ် - ထင်မှတ် - ကြကုန်၏ ။,
သလ္လက္ခေထ ၂ ( ကြိ ),[ သံ + လက္ခ + ဏေ + ထ  ],(၁) (သင်တို့) မှတ် - မှတ်သား - ကြကုန်လော့။ (၂) (သင်တို့) အောက်မေ့ - အမှတ်ရ - သတိရ - ကြကုန်လော။,
သလ္လက္ခေန္တ (တိ),[ သံ ၃ + လက္ခ + ဏေ + အန္တ  ],မှတ် - မှတ်သား - သေော။,
သလ္လက္ခေန္တိ (ကြိ),[ သံ + လက္ခ + ဏေ + အန္တိ   ],ကောင်းစွာ - မှတ် - မှတ်သားကုန်၏။ ,
သလ္လက္ခေမ (ကြိ),[ သံ + လက္ခ + ဏေ + မ ],(၁) (ငါတို့) မှတ်-မှတ်သား-ကုန်၏။ (၂) (ငါတို့) ထင်-မှတ်ထင်-ကုန်၏။,
သလ္လက္ခေမိ (ကြိ),[ သံ + လက္ခ + ဏေ + မိ ],(၁) သလ္လက္ခေတိ (၈) ကြည့်။ (၂)သလ္လက္ခေတိ (၃) ကြည့်။,
သလ္လက္ခေယျ (ကြိ),[ သံ + လက္ခ + ဏေ + ဧယျ ],ကြည့်ရှု-မှတ်နိုင်-ရာ၏။,
သလ္လက္ခေသိံ (ကြိ),[ သံ + လက္ခ + ဏေ + ဣံ ],(ငါ) အောက်မေ့-အမှတ်ရ-သတိရ-ပြီ။,
သလ္လက္ခေသိ ၁ (ကြိ),[ သံ + လက္လ + ဏေ + သိ ],(၁) မှတ်-မှတ်ထင်-၏။ (၂) ကောင်းစွာ-မှတ်-မှတ်သား-၏။,
သလ္လက္ခေသိ ၂ (ကြိ),[ သံ + လက္လ + ဏေ + ဤ ],(၁) မှတ်-မှတ်သား-ပြီ။ (၂) ကောင်းစွာ - မှတ်-မှတ်သား-ပြီ။ (သျ) (၃) ကြံစည်-စုံစမ်း-ပြီ။,
သလ္လက္ခေသုံ (ကြိ),[ သံ + လက္ခ + ဏေ + ဥံ ],(၁) မှတ်-မှတ်သား-ကုန်ပြီ။ (၂) ကောင်းစွာစုံစမ်းကုန်ပြီ။,
သလ္လက္ခေဿတိ (ကြိ),[ သံ + လက္ခ + ဏေ + ဿတိ ],(၁) မှတ်-မှတ်သား-အံ့-လတ္တံ့-လိမ့်မည်။ (၂) ကောင်းစွာ-စုံစမ်း-အံ့-လတ္တံ့-လိမ့်-မည်။ (၃) ထိုထွင်း၍ သိ-အံ့-လတ္တံ့-လိမ့်မည်။,
သလ္လက္ခေဿာမိ (ကြိ),[ သံ + လက္ခ + ဏေ + ဿာမိ ],သလ္လက္ခေဿတိ-ကြည့်။,
သလ္လက္ခေဟိ (ကြိ),[ သံ + လက္ခ + ဏေ + ဟိ ],(သင်) မှတ်-မှတ်သား-လော့။,
သလ္လတိ (ကြိ),[ သလ္လ + အ + တိ။ နီတိ၊ ဓာတု။ ၁၆၅။ သလ္လဣ-အဒ္ဓမာဂဓီ။ ],စူးဝင်၏။,
သလ္လပတိ (ကြိ),[ သံ + လပ + အ + တိ။ သံလပတိ-သံ၊ သံလပဣ-ပါကတ။ ],(၁) ပြောဟော-ပြောဆို-၏။ (၂) (ပြောဆိုခြင်း-တဖန်တုန့်ပြန်ပြောဆိုခြင်း-အားဖြင့်) အညီအညွတ်-ပြောဟော-ပြောဆို-၏။ ပြန်၍-တုန့်ပြန်၍-စကားတုံ့-ပြောဟော-ပြောဆို-၏။ (၃) တကွ-အညီအညွတ်-ပြောဟော-ပြောဆို၏။ (၄) ပေါင်းဆုံ-စုဝေး-၍-ပြောဟော- ပြောဆို-၏။,
သလ္လပတု (ကြိ),[ သံ + လပ + အ + တု ],ပြောဟော-ပြောဆို-လော့။,
သလ္လပထ (ကြိ),[ သံ + လပ + အ + ထ ],ပြောဟော-ပြောဆို-ကုန်လော့။,
သလ္လပန (ထီ၊ န),[ သံ + လပ + ယု။ သလ္လပတိ-ကြည့်။ (န) သံလပန-သံ။ ],(၁) ပြောဟော-ပြောဆို-ခြင်း။ (၂) ကောင်းစွာ-ပြောဟော-ပြောဆို-ခြင်း။ (၃) အလွန်-အဖန်ဖန်-အထပ်ထပ်-အကြိမ်ကြိမ်-အခါခါ-ပြောဟော-ပြောဆို-ခြင်း။,
သလ္လပနပစ္စယ (ပု),[ သလ္လပန + ပစ္စယ ],ပြောဆိုခြင်းဟူသော အကြောင်း။,
သလ္လပန္ထ (တိ),[ သံ + လပ + အန္တ ],(၁) ပြောဟော-ပြောဆို-သော။ (၂) တုန့်ပြန်ပြောဆိုသော။ (၃) တကွ-အညီအညွတ်- ပြောဟော-ပြောဆို-သော။ ,
သလ္လပန္ထိ (ကြိ),[ သံ + လပ + အ + အန္တိ ],(၁) ပြောဟော-ပြောဆို-ကုန်၏။ (၂) တကွ-အညီအညွတ်-ပြောဟော-ပြောဆို-ကုန်၏။,
သလ္လပမာန (တိ),[ သံ + လပ + အ + မာန ],သလ္လပန္တ-ကြည့်။,
သလ္လပသိ (ကြိ),[ သံ + လပ + အ + သိ ],(သင်) ပြောဟော-ပြောဆို-၏။,
သလ္လပါမိ (ကြိ),[ သံ + လပ + အ + မိ ],(၁) (ငါ) ပြောဟော-ပြောဆို-၏။ (၂) (ငါ) တကွ-အညီအညွတ်-ပြောဟော-ပြောဆို-၏။,
သလ္လပိံသု (ကြိ),[ သံ + လပ + အ + ဥံ ],တုံ့ပြန်၍ ပြောဆိုကုန်ပြီ။,
သလ္လပိ (ကြိ),[ သံ + လပ + အ + ဤ ],ပြောဟော-ပြောဆို-ပြီ။,
သလ္လပိတ (တိ),[ သံ + လပ + တိ။ သလ္လတိ-ကြည့်။ သံလပ္တတ-သက္ကတပိဋက၊ သံ။ ],(၁) အာလာပသလ္လာပစကား-ပြောဟော-ပြောဆို-အပ်-ပြီး-သော။ (၂) ပြောဟော-ပြောဆို-ရာအရပ်။,
သလ္လပိတပုဗ္ဗ (တိ),[ သလ္လပိတ + ပုဗ္ဗ ],သလ္လပိတ (၁) ကြည့်။,
သလ္လပိတုံ (ဗျ),[ သံ + လပ + တုံ ],(၁) ပြောဟော-ပြောဆို-ခြင်းငှာ။ (၂) တုံ့ပြန်၍ ဟောဆိုခြင်းငှာ။ (၃) တကွ-အညီအညွတ်-ပြောဟော-ပြောဆို-ခြင်းငှာ။,
သလ္လပိတုကာမ (တိ),[ သလ္လပိတုံ + ကာမ ],ပြောဆိုခြင်းငှာအလိုရှိသော။,
သလ္လပိတွာ (ကြိ၊ ဝိ),[ သံ + လပ + တွာ ],(၁) ပြောဟော-ပြောဆို-၍။ (၂) တုံ့ပြန်ပြောဆို၍။ ,
သလ္လပိမှာ (ကြိ),[ သံ + လပ + အ + မှာ ],တုံ့ပြန်ပြောဆိုကုန်ပြီ။,
သလ္လပိဿတိ (ကြိ),[ သံ + လပ + အ + ဿတိ ],အညီအညွတ်ပြောဆို-အံ့-လတ္တံ့-လိမ့်မည်။,
သလ္လပိဿန္တိ (ကြိ),[ သံ + လပ + အ + ဿန္တိ ],အညီအညွတ်ပြောဆိုကုန်လတ္တံ့။,
သလ္လပိဿသိ (ကြိ),[ သံ + လပ + အ + ဿသိ ],သလ္လပိဿတိ-ကြည့်။,
သလ္လပိဿာမိ (ကြိ),[ သံ  လပ + အ + ဿာမိ ],သလ္လပိဿတိ-ကြည့်။,
သလ္လပေ (ကြိ),[ သံ + လပ + အ + ဧယျ ],သလ္လပေယျ-ကြည့်။,
သလ္လပေမိ (ကြိ),[ သံ + လပ + အ(ဏေ) + မိ ],(ငါ) ပြောဟော-ပြောဆို-၏။,
သလ္လပေယျံ (ကြိ),[ သံ + လပ + အ + ဧယျံ ],အောက်ပုဒ်ကြည့်။,
သလ္လပေယျ (ကြိ),[ သံ + လပ + အ + ဧယျ ],(၁) ပြောဟော-ပြောဆို-ရာ၏။ (၂) တကွ-အညီအညွတ်-ပြောဟော-ပြောဆို-ရာ၏။,
သလ္လပေယျာမ (ကြိ),[ သံ + လပ + အ + ဧယျာမ ],တုံ့ပြန်ပြောဆိုကုန်ရာ၏။,
သလ္လပေဿသိ (ကြိ),[ သံ + လပ + အ(ဏေ) + ဿသိ ],သလ္လပိဿသိ-ကြည့်။,
သလ္လဝတီ (ထီ),[ သလ္လ + ဝန္တု + ဤ။ သရာဝတီ။ သဠဝတီ-သက္ကတပိဋက။ ],သလ္လဝတီမြစ်။,
သလ္လဟုက (တိ),[ သံ + လဟု (လင်္ဃ + ဥ=) သလ္လဟု + က။ ဓာန်၊ ဋီ။ ၇၁၀။ သံလဃု-သံ။ သံလဟု (သံလဟုအ-) -ပြာ။ ],(၁) ပေါ့-ပေါ့ပါး-မလေး-သော။(၂) လျှင်-လျှင်မြန်-သော။ (၃) မပင်ပန်း-မဆင်းရဲ-ချမ်းသာ-လွယ်ကူ-သော။ (၄) တို-နည်း-သော။,
သလ္လဟုကဥဋ္ဌာန (န),[ သလ္လဟုက + ဥဋ္ဌာန ],လွယ်ကူစွာထနိုင်ခြင်း။ သလ္လဟုက (၃) ကြည့်။,
သလ္လဟုကကဏ္ဍ (ပု),[ သလ္လဟုက + ကဏ္ဍ ],ပေါ့သောမြား။,
သလ္လဟုကကာလ (ပု),[ သလ္လဟုက + ကာလ ],ပေါ့ပါးသော-အချိန်-အခါ။,
သလ္လဟုကဂဗ္ဘဝုဋ္ဌာန (န),[ သလ္လဟုက+ ဂဗ္ဘဝုဋ္ဌာန ],ပေ့ါပါးသောကိုယ်ဝန်၏ထမြောက်ခြင်း (သျ) လျှင်မြန်-လွယ်ကူ-စွာ-ကိုယ်ဝန်မှထခြင်း။,
သလ္လဟုကပရိက္ခာရ (ပု),[ သလ္လဟုက + ပရိက္ခာရ ],ပေ့ါပါး-နည်း-သောပရိက္ခရာ။,
သလ္လဟုကမိဂ (ပု),[ သလ္လဟုက + မိဂ ],လျှင်-မြန်-သောသားသမင်။,
သလ္လဟုကဝုတ္တိ (တိ),[ သလ္လဟုက + ဝုတ္တိ ],မပင်မပန်း-ချမ်းသာ-သောအသက်မွေးခြင်းရှိသော၊ သူ။,
သလ္လဟုကဝုတ္တိက (တိ),[ သလ္လဟုကဝုတ္တိ + က ],မပင်ပန်း-ချမ်းသာ-သောအသက်မွေးခြင်းရှိ၊ နည်းသောကိစ္စရှိသော။,
သလ္လဟုကသဘာဝ (တိ),[ သလ္လဟုက + သဘာဝ ],ပေ့ါပါးသောသဘောရှိသော။,
သလ္လဟုကသဘာဝရူပပ္ပဝတ္တိ (ထီ),[ သလ္လဟုက-သဘာဝ + ရူပ + ပဝတ္တိ ],ပေ့ါပါးသောသဘောရှိသော ရုပ်၏ဖြစ်ခြင်း။,
သလ္လာန (န),"[ သံ + လီ + ယု။ ရူ။ ၆၅၇။ နီတိ၊ သုတ္တ။ ၁၂၄၂။ သလ္လီန,ပဋိသလ္လာန, ပဋိသလ္လီန- တို့လည်းကြည့်။ သံလယန-သံ။ သံဠိယနာ-သက္ကတပိဋက။ ]",(၁) (ကိုယ်စိတ်တို့ဖြင့် သတ္တဝါသင်္ခါရတို့မှ) ကင်းဆိတ်-တစ်ပါးတည်း-ကိန်း-ကိန်းအောင်း- ကိန်းဝပ်-ခြင်း။ (၂) ကင်းဆိတ်-တစ်ပါးတည်း-ကိန်း-ကိန်း အောင်း-ကိန်းဝပ်-ကြောင်းတရား၊ (ဖလသမာ-ပတ်)။ တစ်ပါး-ကိုယ်တော်အထီး-တည်းကိန်းအောင်းရာ။,
သလ္လာပ ၁ (ပု),[ သံ + လပ + ဏ။ ရူ။ ၄၉။ ဓာန်၊ ဋီ။ ၁၂၄။သံလာပ-သံ။ သံလာဝ-ပြာ၊ အဒ္ဓမာဂဓီ။ ],(၁) (စကား) ပြောဟော-ပြောဆို-ခြင်း။ (၂) (ပြောဆိုခြင်း တဖန်တုံ့ပြန်ပြောဆိုခြင်းအားဖြင့်) အညီအညွတ်-ပြောဟော-ပြောဆို-ခြင်း။ တဖန်-ပြန်၍-တုံပြန်၍-ပြောဟော-ပြောဆို-ခြင်း။ (၃) တဖန်-ပြန်၍-တုံ့ပြန်၍-ပြောဟော-ပြောဆို-ကြောင်းစကား။ (၄) အတူတကွ-ပြောဟော-ပြောဆို-ခြင်း။ (၅) (ရှေးဦးစွာ-စ၍-ပြောဆိုအပ်သောအာလာပစကားကို) တုံ့ပြန်ပြောဆိုခြင်း။ (၆) တုံ့ပြန်-ပြောဟော-ပြောဆို-အပ်သောစကား။ (၇) ဝမ်းမြောက်-နှစ်သက်-စကား။ နှုတ်ဆက်စကား။,
သလ္လာပ ၂ (ပု),[ သလ္လာပ + ဏ ],ပြောဟော-ပြောဆို-ခြင်းနှင့်တူသော၊ (တစ်နည်း) ပြောဟော-ပြောဆို-အပ်သော စကားနှင့်တူသောအဆုံးအဖြတ်စကား။,
သလ္လာပက (တိ),[ သံ + လပ + ဏွု။သံလာပက-သံ။ ],စကားပြောဆို-အချေအတင်စကားစစ်ထိုး-တတ်သော၊သူ။,
သလ္လာပကထာ (တိ),[ သလ္လာပ + ကထာ ],ပြောဆိုအပ်သောစကား။ စကားပြောဆိုခြင်း။,
သလ္လာပကာရဏ (န),[ သလ္လာပ + ကာရဏ ],ပြောဟောခြင်းအကြောင်း။,
သလ္လာပတ္ထိက (တိ),[ သလ္လာပ + အတ္ထိက ],စကားပြောဆိုခြင်း-ငှာ-ဖြင့်-ကို-အလိုရှိသော၊ သူ။,
သလ္လာပမတ္တ (န),[ သလ္လာပ + မတ္တ ],(စကား) ပြောကာမျှ။ (စကား) ပြောရုံသက်သက်။,
သလ္လာပိက (တိ),[ သလ္လာပ + ဏိက။ သတ္ထသလ္လာ- ပိက-လည်းကြည့်။ ],(နှစ်ဦး-နှစ်ယောက်-အလိုရှိအပ်သည့်-အကြောင်းအရာ-အကျိုးအကြောင်း-ကို-) အတုံ့အပြန် -ခွန်းတုံ့ခွန်းပြန်-အချီအချ-ပြောဆိုခြင်းကိုပြတတ်သော။ နှစ်ဦးနှစ်ယောက်တို့ပြောဆိုသောစကားကို ပြတတ်သော။,
သလ္လာပေတွာ (ကြိ၊ ဝိ),[ သံ + လပ + ဏေ + တွာ ],သလ္လပိတွာ (၁) အနက်ကြည့်။,
သလ္လိခတိ (ကြိ),[ သံ + လိခ + အ + တိ။ (သလ္လေခတိ- လည်းကြည့်။) သံလိခတိ-သံ။ သံလိတဣ-ပြာ။ ],ရေးခြစ်-ပါးအောင်ပြု-ခေါင်းပါးစေ-၏။,
သလ္လိခန (န),[ သံ + လိခ + ယု။ သလ္လိခန + တ္တ၊ ဘာဝလောပ။ မောဂ်၊ ၄။ ၁၂၃။ သလ္လိခတိ-မှ။ သံလိဟဏ-အဒ္ဓမာဂဓီ။ ],(၁) ရေးခြစ်-ပါးအောင်ပြု-ခေါင်းပါးစေ-ပယ်ဖြတ်-တတ်သည်၏အဖြစ်။ (၂) ရေးခြစ်-ပါးအောင်ပြု-ခေါင်းပါးစေ-ပယ်စွန့်-ခြင်း။,
သလ္လိခိတ (တိ),[ သံ + လိခ + တ။ သံလိချတ-သံ။ သံလိဟိယ-ပြာ။ ],(၁) ခါတွက်အပ်သော(ဒီ၊ ဋ္ဌ၊ ၃။ ၈၈။ သျ၊ ဗားး) ရေးခြစ်-ပါးအောင်ပြု-ခေါင်းပါးစေ-ပယ်စွန့်-တတ်သော။ (၂) ရေးခြစ်-ပါးအောင်ပြု-အပ်သော။,
သလ္လိခိတသရီရ (တိ),[ သလ္လိခိတ + သရီရ ],ရေးခြစ်-ပါးအောင်-ပြုအပ်သော ကိုယ်ရှိသော။,
သလ္လီန (တိ),[ သံ + လီ + ယု။ နီတိ၊ ဓာတု။ ၂၅၄။ သံလီန-သံ။ သံလီဏ-ပြာ၊ အဒ္ဓမာဂဓီ ],(၁) တပါးတည်း-ကိန်းအောင်း-ကိန်းဝပ်-သော။ တစ်ယောက်တည်းသော နေလေ့ရှိသော။ (၂) ကောင်းစွာလျှင် ကင်းဆိတ်-အာရုံအမျိုးမျိုးတို့၌ မပျံ့လွင့်သောစိတ်ရှိ-သော။ (၃) (စျာန်သမာပတ်ဖြင့် အာရုံတစ်ခုတည်းကို) ကပ်ငြိသော။ (၄) (ကမ္မဋ္ဌာန်းအာရုံ၌) ကောင်းစွာ-ကပ်ငြိ-ကပ်ငြိစေအပ်-သောစိတ်ရှိသော။ (၅) (သတ္တဝါသင်္ခါရတို့မှ) ကင်းဆိတ်-တစ်ပါးတည်း-ကိန်း-ကိန်းအောင်း-ကိန်းဝပ်-ခြင်း။,
သလ္လီယနာ (တိ),[ သံ + လီ + ယ + ယု။ သံလယနံ-သံ။ သံလီယနာ-သက္ကတပိဋက ။],ပျင်းရိ-လေးတွဲ-အရည်ယို-ခြင်း (ထိနမိဒ္ဓ)။,
သလ္လေခ ၁ (ပု),[ သံ + လိခ + ဏ။ သလ္လိခတိ-မှ။ သံလေခ-သံ။ သံလေဟာ-ပြာ။ ],"(၁) ရေးခြစ်-ပါးအောင်ပြု-ခေါင်းပါးစေ-ပယ်စွန့်-ပယ်ဖြတ်-တတ်သော၊ အညီအညွတ်-ကောင်းစွာ-ထက်ဝန်းကျင်-(ခပ်သိမ်းသောအဖို့ဖြင့်) ရေးခြစ်-ပါးအောင်ပြု-ခေါင်းပါးစေ-ပယ်စွန့်-ပယ်ဖြတ်-တတ်သော၊ တရား, အကျင့်ဂုဏ်။ (က) ပဌမစျာန်စသည် (အဓိမာနိကပက္ခ)။ (ခ) အဝိဟိံ-သာ (အကျည်းမျှသာ, သလ္လေခသုတ်တို့၌ တရား ၄၄-ပါးလာသည်။) (ဂ) သမ္မာဝိမုတ္တိ။ (ဃ) အပ္ပိစ္ဆတာစသော ဂုဏ်အပေါင်း။ (င) နေက္ခမတာ စသော တရား ၃၇-ပါး။ (စ) အပ္ပိစ္ဆတာဂုဏ်။ (ဆ) သုတ္တန်နည်းအကျင့် ပဋိပတ်။ (ဇ) ဗြဟ္မစရိယ။ (စျ) အရိယာမဂ်။ (၂) ရေးခြစ်-ပါးအောင်ပြု-ခေါင်းပါးစေ-ပယ်စွန့်-ပယ်ဖြတ်-တတ်သော၊ သူ။ (၃) ရေးခြစ်-ပါးအောင်ပြု-ခေါင်းပါးစေ-ပယ်စွန့်-ပယ်ဖြတ်-ခြင်း။ (၄) သလ္လေခသုတ်။ (၅) ဝိနယ-သလ္လေခသုတ်။",
သလ္လေခ ၂ (တိ),[ သဟ (သံ) + လေခ ],ရေးခြစ်-ယုံမှား-ခြင်းရှိသော၊ သူ။,
သလ္လေခဩဝါဒ (ပု),[ သလ္လေခ + ဩဝါဒ ],ပါးအောင်ပြု-ခေါင်းပါးစေ-ပယ်စွန့်-ပယ်ဖြတ်-ကြောင်းဖြစ်သော-အဆုံးအမ-ဩဝါဒ။,
သလ္လေခကာရဏ (န),[ သလ္လေခ + ကာရဏ ],သလ္လေခဟူသောအကြောင်း၊ ရေးခြစ်-ပါးအောင်ပြု-ခေါင်းပါးစေ-ပယ်စွန့်-ပယ်ဖြတ်-ခြင်းဟူသော အကြောင်း။,
သလ္လေခကောပန (န),[ သလ္လေခ + ကောပန ],သလ္လေခအကျင့်၏ ပျက်စီးခြင်း။,
သလ္လေခက္ကမနိဒဿန (န),[ သလ္လေခ + ကမ + နိဒဿန ],သလ္လေခအကျင့်အစဉ်ကို ပြခြင်း။,
သလ္လေခဋ္ဌ (ပု),[ သလ္လေခ + အတ္ထ ],နေက္ခမ္မစသော ၃၇-ပါးသော တရားတို့ကို ခေါင်းပါးအောင်ပြုခြင်းဟူသော သဘော။,
သလ္လေခဋ္ဌဉာဏနိဒ္ဒေသ (ပု),[ သလ္လေခဋ္ဌ + ဉာဏ + နိဒ္ဒေသ ],သလ္လေခဟူသော သဘောဉာဏ်ကို အကျယ်ပြခြင်း။ သလ္လေခဋ္ဌဉာဏ်ကို အကျယ်ပြခြင်း။,
သလ္လေခတိ (ကြိ),[ သံ + လိခ + အ + တိ။ သလ္လိခတိ-ကြည့်။ ] ,(၁) ရေးခြစ်-ပါးအောင်ပြု-ခေါင်းပါးစေ-ပယ်ဖြတ်-၏။ (၂) အညီအညွတ်-ရေးခြစ်-ပါးအောင်ပြု-ခေါင်းပါးစေ-ပယ်စွန့်-၏။ (၃) ကောင်းစွာ-ရေးခြစ်-ပါးအောင်ပြု-ခေါင်းပါးစေ-ပယ်ဖြတ်-၏။,
သလ္လေခဒဿန (န),[ သလ္လေခ + ဒဿန ],သလ္လေခကိုပြခြင်း။,
သလ္လေခဓုတဂုဏ (ပု၊ န),[ သလ္လေခဓုတ + ဂုဏ ],ကိလေသာခေါင်းပါးကြောင်းဖြစ်သော ဓုတင်၏ ဂုဏ်ကျေးဇူး။,
သလ္လေခန (တိ),[ သံ + လိခ + ယု။ ထီ-၌ သလ္လေခနီ။ သံလေခနာ-သံ။ သံလေဟဏာ-ပြာ။ အဒ္ဓမာဂဓီ။ ],(၁) ရေးခြစ်-ပါးအောင်ပြု-ခေါင်းပါးစေ-ပယ်စွန့်-တတ်-ကြောင်း။ (၂) ရေးခြစ်-ပါးအောင်ပြု-ခေါင်းပါးစေ-ပယ်စွန် - တတ်သော၊ (စကား)။ (၃) ရေးခြစ်-ပါးအောင်ပြု-ခေါင်းပါးစေ-ပယ်စွန့်-ခြင်း။,
သလ္လေခနပဋိပဒါ (ထီ),[ သလ္လေခန + ပဋိပဒါ ],သလ္လေခအကျင့်၊ ခေါင်းပါးစေတတ်သော အကျင့်။,
သလ္လေခနာဓိပ္ပါယ (ပု),[ သလ္လေခန + အဓိပွါယ ],ခေါင်းပါးစေလိုခြင်း။,
သလ္လေခနီယ (တိ),[ သံ + လိခ + အနီယ။ (အနီယ-ပစ္စည်း ကတ္တားအနက်၌ဖြစ်သည်။) ],သလ္လေခန (၂) အနက်ကြည့်။,
သလ္လေခပဋိက္ခ (တိ),[ သလ္လေခ + ပဋိပက္ခ ],သလ္လေခ၏ ဆန့်ကျင်ဘက်ဖြစ်သော။,
သလ္လေခပဋိပ(ပ္ပ)တ္တိ (ထီ),[ သလ္လေခ + ပဋိပတ္တိ ],သလ္လေခအကျင့်။ ကိလေသာကို ခေါင်းပါးစေသော အကျင့်ပဋိပတ်။,
သလ္လေခပဋိပတ္တိမုခ (န),[ သလ္လေခပဋိပတ္တိ + မုခ ],ကိလေသာကို ခေါင်းပါးစေတတ်သော အကျင့် ပဋိပတ်ကို ပဓာနပြုခြင်း။,
သလ္လေခပဋိပတ္တိယုတ္တတာ (ထီ),[ သလ္လေခပဋိပတ္တိ + ယုတ္တ + တာ ],ကိလေသာကို ခေါင်းပါးစေတတ်သော အကျင့် ပဋိပတ်နှင့် ယှဉ်သည်၏အဖြစ်။,
သလ္လေခပဋိပဒါ (ထီ),[ သလ္လေခ + ပဋိပဒါ ],ကိလေသာကို-ဖြတ်-ခေါင်းပါးအောင်ပြု-တတ်သော-အကျင့်-ပဋိပတ်။,
သလ္လေခပရိယာယ (ပု),[ သလ္လေခ + ပရိယာယ ],သလ္လေခကာရဏ-ကြည့်။,
သလ္လေခပရိဟာနိ (ထီ),[ သလ္လေခ + ပရိဟာနိ ],သလ္လေခအကျင့်၏ ဆုတ်ယုတ်ခြင်း။,
သလ္လေခပဝိဝေက (ပု),[ သလ္လေခ + ပဝိဝေက ],သလ္လေခဂုဏ်နှင့်ဆိတ်ငြိမ်သောဂုဏ်။,
သလ္လေခဝတ္ထု (န),[ သလ္လေခ + ဝတ္ထု ],ကိလေသာကို ခေါင်းပါးစေခြင်း၏ အကြောင်း။,
သလ္လေခဝန္တု (တိ),[ သလ္လေခ + ဝန္တု။ ထီ-၌ သလ္လေခဝန္တီ။ ],(ကိလေသာတို့ကို) ရေးခြစ်-ပါးအောင်ပြု-ခေါင်းပါးစေ-ပယ်စွန့်-တတ်သော အပ္ပိစ္ဆတာစသောဂုဏ်-ရှိ-နှင့်ပြည့်စုံသော၊ သူ။,
သလ္လေခဝိကောပန (တိ),[ သလ္လေခ + ဝိကောပန။ ထီ-၌ သလ္လေခဝိကောပိနီ။ ],သလ္လေခအကျင့်ကိုပျက်စေ-ဖျက်ဆီး-တတ်သော။,
သလ္လေခဝိဟာရ (တိ),[ သလ္လေခ + ဝိဟာရ ],ကိလေသာကိုခေါင်းပါးစေသော (အကျင့်ဖြင့်) နေခြင်းရှိသော။,
သလ္လေခဝုတ္တိ (တိ),[ သလ္လေခ + ဝုတ္တိ ],ခေါင်းပါးသော အသက်မွေးမှုရှိသော။,
သလ္လေခဝုတ္တိသမဏ (ပု),[ သလ္လေခဝုတ္တိ + သမဏ ],ခေါင်းပါးသော အသက်မွေးခြင်းရှိသော ရဟန်း။,
