undefined"O 1","ဩ ၁","undefined","",""ဩ" အက္ခရာ၊ "ဩ"သရ။ လေးဆယ့်တစ်လုံး (လေးဆယ့်သုံးလုံး)သော အက္ခရာ, ရှစ်လုံး (ဆယ်လုံး)သော သရတို့တွင် ရှစ်လုံးမြောက်၊ လည်ချောင်း, နှုတ်ခမ်းအရပ်၌ ဖြစ်သော (ကဏ္ဌဩဋ္ဌဇ)၊ ရှည်သောအသံ ဖြင့် ရွက်ဆိုအပ်သော (ဒီဃ)၊ နိဂ္ဂဟိတ်မှတပါးသော ဗျည်းတို့၏ မှီရာဖြစ်သော (နိဿယ)-အက္ခရာ-သရ။ ကစ္စည်း။ ၂၊ ၄၊ ၅။ ရူ။ ၂၊ ၃၊၅။ နီတိ၊ သုတ္တ။ ၂၊ ၃၊ ၅။ မောဂ်။ ၁။ ၅။ (မောဂ်၊ ၁။ ၄-၌ ရဿမည်သော "ဩတ်"သရကို ဆိုထားသည်။)"
"Okkākaputta (pu)","ဩက္ကာကပုတ္တ (ပု)","[ဩက္ကာက + ပုတ္တ]","[okkāka + putta]","ဩက္ကာကမင်း၏သား။"
"Okkākappaveṇī (thī)","ဩက္ကာကပ္ပဝေဏီ (ထီ)","[ဩက္ကာက+ပဝေဏီ]","[okkāka+paveṇī]","ဩက္ကာကမင်း၏ - အစဉ်အဆက်-အမျိုးအနွယ်။"
"Okkākamahārāja (pu)","ဩက္ကာကမဟာရာဇ (ပု)","[ဩက္ကာက+မဟာရာဇ]","[okkāka+mahārāja]","ဩက္ကာကမင်း-မြတ်-ကြီး။"
"Okkākarāja (pu)","ဩက္ကာကရာဇ (ပု)","[ဩက်ကာက + ရာဇ]","[okakāka + rāja]","ဩက္ကာကမင်း။"
"Okkākarājakāla (pu)","ဩက္ကာကရာဇကာလ (ပု)","[ဩက္ကာကရာဇ+ကာလ]","[okkākarāja+kāla]","ဩက္ကာကမင်း-၏အခါ-လက်ထက်။"
"Okkākarājavaṃsa (pu)","ဩက္ကာကရာဇဝံသ (ပု)","[ဩက္ကာကရာဇ + ဝံသ]","[okkākarāja + vaṃsa]","ဩက္ကာကမင်း၏အမျိုးအနွယ်။"
"Okkākavaṃsa (pu)","ဩက္ကာကဝံသ (ပု)","[ဩက္ကာက+ဝံသ]","[okkāka+vaṃsa]","ဩက္ကာကမင်း၏အမျိုးအနွယ်။"
"Okkācita (ti)","ဩက္ကာစိတ (တိ)","[အဝ+ကစ+ဏေ+တ။ ","[ava+kaca+ṇe+ta. ","နီတိ၊ ဓာ။ ၂၉၃။] မေးသောအားဖြင့် ဉာဏ်ထွန်းပအောင်မပြုအပ်သော။ မမေးမြန်းဘဲ ဟောအပ်သော။ အောက်ပုဒ်ကြည့်။ ဥက္ကာစိတ-လည်းကြည့်။"
"Okkācitavinīta (ti)","ဩက္ကာစိတဝိနီတ (တိ)","[ဩက္ကာစိတ + ဝိနီတ]","[okkācita + vinīta]","မေးသောအားဖြင့် ဉာဏ်ထွန်းပအောင် မပြုအပ်သည်ဖြစ်၍ ဆုံးမအပ်သော၊ မမေးမြန်းအပ်သည်ဖြစ်၍ (တရားဟောကြားမှုသက်သက်ဖြင့် သာလျှင်) ဆုံးမအပ်သော၊ ခဲယဉ်းသဖြင့် ဆုံးမအပ်သော၊ သူ။"
"Okkāpabhā (thī)","ဩက္ကာပဘာ (ထီ)","[ဩက္ကာ+ပဘာ]","[okkā+pabhā]","မီးရှူးရောင်။ "
"Okkāmukha (pu)","ဩက္ကာမုခ (ပု)","[ဩက္ကာ + မုခ]","[okkā + mukha]","ဩက္ကာမုခ မင်းသား။"
"Okkāmetvā (kri, vi)","ဩက္ကာမေတွာ (ကြိ၊ ဝိ)","[ဥ(အဝ၊အပ)+ကမု+ဏေ+တွာ]","[u(ava,apa)+kamu+ṇe+tvā]","ဖဲစေ၍။"
"Okkāmenti (kā, kri)","ဩက္ကာမေန္တိ (ကာ၊ ကြိ)","[အဝ+ကမု+ဏေ+အန္တိ]","[ava+kamu+ṇe+anti]","သက်ရောက်စေ-သက်ဝင်စေ-သွင်းစေယူစေ-ကုန်၏။"
"Okkāvaradhara (ti)","ဩက္ကာဝရဓရ (တိ)","[ဩက္ကာဝရ+ဓရ+အ]","[okkāvara+dhara+a]","မြတ်သော-ဥက္ကာက-ဩက္ကာက-အနွယ်ကိုဆောင်သော၊ သူ။"
"Okkita (ti)","ဩက္ကိတ (တိ)","[အဝ+ကိရ+တ]","[ava+kira+ta]","ရောပြွမ်း-ခြံရံအပ်-သော။"
"Okkhaka (ti)","ဩက္ခက (တိ)","[ဥက္ခ+ကဏ်။ ","[ukkha+kaṇa. ","ဪက္ပက (သံ)] ဒုတိယအရွယ်၌ တည်သောနွား (=နွားလား) တို့၏အပေါင်း။"
"Okkhanditvā (kri, vi)","ဩက္ခန္ဒိတွာ (ကြိ၊ ဝိ)","[အဝ+ခဒိ+တွာ]","[ava+khadi+tvā]","ဝင်-ပြေးဝင်-သက်ဝင်-၍။"
"Okkhāmi (kri)","ဩက္ခာမိ (ကြိ)","[အဝ+ခါ+အ+မိ]","[ava+khā+a+mi]","နှိမ့်ချ၍ အောက်ကျို့၍ - ရိုသေလေးစားစွာ- ပြောပါ၏။"
"Okkhā (thī)","ဩက္ခာ (ထီ)","[ဥခ+အ+အာ (ဣတ္ထီပစ္စည်း)။ ","[ukha+a+ā (itthīpaccaññaḥ). ","ဓာန်၊ဋီ၊၄၅၆။] ကျယ်သောမျက်နှာဝရှိသော-မျက်နှာဝကျယ်သော-အဝကျယ်သော-ထမင်းအိုးကြီး။ ဩက္ခာသတ-ကြည့်။"
"Okkhāyati (kri)","ဩက္ခာယတိ (ကြိ)","[အဝ(ဥ)+ခါ(ခေ)+အ+တိ]","[ava(u)+khā(khe)+a+ti]","ထင်-ထင်ရှား-လာ၏။ "
"Okkhāyana (na)","ဩက္ခာယန (န)","[အဝ(ဥ)+ခါ(ခေ)+ယု]","[ava(u)+khā(khe)+yu]","ပညာဖြင့်သက်ဝင်၍ ထိုထိုတရားတို့ ဟုတ်တိုင်းမှန်စွာ ထင်လာခြင်း။ အောက်ပုဒ်ကြည့်။"
"Okkhāyanabahula (ti)","ဩက္ခာယနဗဟုလ (တိ)","[ဩက္ခာယန + ဗဟုလ]","[okkhāyana + bahula]","ပညာဖြင့်သက်ဝင်၍ ထိုထိုတရားတို့ ဟုတ်မှန်သောအတိုင်း-ထင်လာခြင်းများစွာ-များစွာထင်ရှားလာခြင်း-ရှိသော၊ သူ။"
"Okkhāyamāna (ti)","ဩက္ခာယမာန (တိ)","[အဝ(ဥ)+ခါ(ခေ)+အ+မာန]","[ava(u)+khā(khe)+a+māna]","ထင်-ပေါ်လွင် ထင်ရှား-သော။"
"Okkhāyika (ti)","ဩက္ခာယိက (တိ)","[အဝ+ခါ(ခေ)+ဏွု]","[ava+khā(khe)+ṇvu]","အောက်သို့နိမ့်ဝင်သော၊ နိမ့်ဝင်-ချိုင့်ဝင်-သည်ဟု ထင်ရသော။"
"Okkhāsata (na)","ဩက္ခာသတ (န)","[ဩက္ခာ+သတ]","[okkhā+sata]","ကျယ်သောမျက်နှာဝ ရှိသော-မျက်နှာဝ ကျယ်သော-အဝကျယ်သော-ထမင်းအိုးကြီးတစ်ရာ။"
"Okkhāsutta","ဩက္ခာသုတ္တ","undefined","","ဩက္ခာသုတ် - တစ်နေ့သုံးကြိမ်မွန်မြတ်သောဘောဇဉ်တို့ဖြင့် ပြည့်သော ထမင်းအိုးကြီးတစ်ရာတို့ဖြင့် အလှူဒါန ပြုရခြင်းထက် တစ်နေ့သုံးကြိမ်၊ သို့တည်းမဟုတ် - နွားနို့တစ်ညှစ်ခန့်ကာလမျှ အပ္ပနာစျာန်နှင့်ယှဉ်သော မေတ္တာစိတ်ကို ပွားများခြင်းသည် အထူးသဖြင့် အကျိုးကြီးမား၏-ဟု ဟောတော်မူသော သုတ်ဖြစ်သည်။"
"Okkhitta (ti)","ဩက္ခိတ္တ (တိ)","[အဝ (ဩ)+ခိပ+တ။ ","[ava (o)+khipa+ta. ","အဝက္ပိပ္တ(သံ)] အောက်၌ချထား-အောက်သို့ချ-အပ်သော။ အောက်ပုဒ်ကြည့်။"
"Okkhittacakkhu (ti)","ဩက္ခိတ္တစက္ခု (တိ)","[ဩက္ခိတ္တ + စက္ခု]","[okkhitta + cakkhu]","အောက်၌ချထားအပ်-အောက်သို့ချအပ်-သော မျက်စိရှိသော၊ အောက်သို့မျက်စိမျက်လွှာချထားသော, သူ။"
"Okkhittapaligha (ti)","ဩက္ခိတ္တပလိဃ (တိ)","[ဩက္ခိတ္တ + ပလိဃ]","[okkhitta + paligha]","အောက်-၌-သို့-ချအပ်သော မင်းတုတ် ရှိသော၊ မင်းတုတ်ချထားသော။"
"Okkhittalocana (ti)","ဩက္ခိတ္တလောစန (တိ)","[ဩက္ခိတ္တ+လောစန]","[okkhitta+locana]","အောက်-၌-သို့-ချအပ်သော-မျက်စိ-မျက်လွှာ-ရှိသော၊ အောက်သို့မျက်စိမျက်လွှာချထားသော၊ သူ။"
"Okkhipati (kri)","ဩက္ခိပတိ (ကြိ)","[အဝ (ဩ) + ခိပ + အ+တိ]","[ava (o) + khipa + a+ti]","(၁) (ဣန္ဒြေ)အောက်သို့ချ၏။ ဣန္ဒြေချထား၏။ မျက်လွှာချ၏။ (၂) ရှုတ်ချ-နှိမ့်ချ-၏။ အယုတ်အားဖြင့် ကြည့်စေ၏။"
"Okkhipi (kri)","ဩက္ခိပိ (ကြိ)","[အဝ(ဩ)+ခိပ+ဤ]","[ava(o)+khipa+ī]","(ဣန္ဒြေ) အောက်သို့ချပြီ၊ ဣန္ဒြေချထားပြီ။ အထက်ပုဒ် (၁) ကြည့်။"
"Okkhipitvā (kri, vi)","ဩက္ခိပိတွာ (ကြိ၊ ဝိ)","[အဝ(ဩ) + ခိပ + တွာ]","[ava(o) + khipa + tvā]","အောက်သို့ချ၍၊ မျက်လွှာချ၍။ "
"Okkhipe (kri)","ဩက္ခိပေ (ကြိ)","[အဝ(ဩ) + ခိပ + ဧယျ]","[ava(o) + khipa + eyya]","ရှုတ်ချ-နှိမ့်ချ-ရာ၏။ အယုတ်အားဖြင့် ကြည့်စေရာ၏။ ဩက္ခိပတိ (၂) ကြည့်။"
"Ogacchati (kri)","ဩဂစ္ဆတိ (ကြိ)","[အဝ+ဂမု+အ+တိ]","[ava+gamu+a+ti]","(၁) (က) အောက်သို့-လျောသက်-နိမ့်ဆင်း-၏။ (၁) ချုပ်ခြင်းသို့ ရောက်၏။ (နေ) ဝင်၏။ (၂) ကုန်ခန်းပျက်စီးခြင်းသို့ ရောက်၏။"
"Ogacchana (thī, na)","ဩဂစ္ဆန (ထီ၊ န)","[အဝ+ဂမု+ယု]","[ava+gamu+yu]","အောက်သို့လျောသက်-နိမ့်ဆင်း-နစ်ဝင်-ခြင်း။"
"Ogacchanta (pu, na)","ဩဂစ္ဆန္တ (ပု၊ န)","[အဝ + ဂမု + အန္တ]","[ava + gamu + anta]","(က) အောက်သို့-လျောသက်-နိမ့်ဆင်း-နစ်ဝင်-သော၊ သူ။ (ခ) (နေ) ဝင်သော။"
"Ogaccha nti (kri)","ဩဂစ္ဆ န္တိ (ကြိ)","[အဝ + ဂမု + အ + အန္တိ]","[ava + gamu + a + anti]","(၁) ချုပ်ခြင်းသို့ ရောက်ကုန်၏။ (နေ) ဝင်ကုန်၏။ ဩဂစ္ဆတိ (ခ) ကြည့်။ (၂) ကုန်ခန်းပျက်စီးခြင်းသို့ရောက်ကုန်၏။ ဩဂစ္ဆတိ (၂) ကြည့်။"
"Ogacchamāna (ti)","ဩဂစ္ဆမာန (တိ)","[အဝ +ဂမု+အ+မာန]","[ava +gamu+a+māna]","အောက်သို့-လျောသက်-နိမ့်ဆင်း-နစ်ဝင်-သော။"
"Ogaṇa (ti)","ဩဂဏ (တိ)","[အဝ+ဂဏ။ ","[ava+gaṇa. ","အဝဏ (သံ)] (၁) ယုတ်လျော့သော-ဂိုဏ်း-အရေအတွက်-ရှိသော၊ နည်းသော-ဂိုဏ်း-အရေအတွက်-ရှိသော၊ အခြံအရံအရေအတွက်-ယုတ်လျော့-နည်းသော-သော၊ သူ။ (၂) ဂိုဏ်း-အသင်း အဖွဲ့-မှ ယုတ်လျော့သော၊ ခြွေရံသင်းပင်း မှ-ကင်း-ကွဲကွာ-သော၊ သူ။"
"Ogata 1 (ti)","ဩဂတ ၁ (တိ)","[အဝ+ဂတ]","[ava+gata]","(က)အောက်သို့သက်ဆင်း၍ သွားသော၊ အောက်သို့လျောကျသော။ (ခ) အောက်သို့-တွဲလဲ-တွဲလောင်း-ကျသော။"
"Ogata 2 (ti)","ဩဂတ ၂ (တိ)","[ဥ+ဂတ]","[u+gata]","အထက်သို့-တက်ထွက်ပေါ်-လာသော၊ ပွင့်သော။"
"Ogatabhaṭṭha (ti)","ဩဂတဘဋ္ဌ (တိ)","[ဩဂတ + ဘဋ္ဌ]","[ogata + bhaṭṭha]","အောက်သို့-ရွေ့ဆင်း-သက်ဆင်း-ကျသော။ "
"Ogadha 1 (kri)","ဩဂဓ ၁ (ကြိ)","[အဝ + ဂါဓ + ဟိ]","[ava + gādha + hi]","ရပ်တည်လော။"
"Ogadha 2 (ti)","ဩဂဓ ၂ (တိ)","[အဝ+ဂါဓ+အ။ ","[ava+gādha+a. ","ဂါဓ ပတိဋ္ဌာယံ။ ဩဂါဓတီတိ ဩဂဓံ။ ဓာန်၊ ဋီ။ ၇၄၂။ အဝဂါဎ (သံ)] (၁) ထောက်တည်ရာဖြစ်သော (နိဗ္ဗာန်)။ (၂) ထောက်တည်ကြောင်းဖြစ်သော (အရိယာမဂ်)။ (၃) အတွင်း၊ အတွင်းဝင်- သက်ဝင်-အကျုံးဝင်-သော၊ အတွင်းဖြစ်သော၊ သက်ဝင်၍တည်သော။"
"Ogantvā (kri, vi)","ဩဂန္တွာ (ကြိ၊ ဝိ)","[အဝ + ဂန္တွာ။ ","[ava + gantvā. ","အဝ+ဂမု+တွာ] အောက်သို့-သက်ဆင်း-နိမ့်ဆင်း-လျောကျ-၍။ "
"Ogamana (na)","ဩဂမန (န)","[အဝ + ဂမု + ယု]","[ava + gamu + yu]","(၁) ချုပ်ခြင်း၊ ဝင်ခြင်း။ (၂) ချုပ်-ဝင်-ရာ (ကာလ)။ (၃) ကုန်ခန်းပျက်စီးခြင်း။"
"Oga(gva)yha (kri, vi)","ဩဂ(ဂွ)ယှ (ကြိ၊ ဝိ)","[အဝ+ဂဟ+တွာ]","[ava+gaha+tvā]","(က) သက်ဆင်း-ဆင်းသက်-၍၊ (ခ) သက်ဝင်-ဝင်ရောက်-အတွင်းသို့ဝင်-၍။ (ဂ) ရ၍။"
"Ogayhanthi (kamma, kri)","ဩဂယှန္ထိ (ကမ္မ၊ ကြိ)","[အဝ+ဂဟ+ယ+အန္တေ]","[ava+gaha+ya+ante]","သက်ဝင်အပ်-ဝင်ရောက်အပ်-ကုန်၏။"
"Ogalita (ti) ","ဩဂလိတ (တိ) ","[အဝ+ဂလ+တ]","[ava+gala+ta]","အောက်သို့-လျောကျစီးဆင်း-သော။"
"Ogali(ḷi)tvā (kri, vi)","ဩဂလိ(ဠိ)တွာ (ကြိ၊ ဝိ)","[အဝ+ဂလ(ဂဠ)+တွာ]","[ava+gala(gaḷa)+tvā]","(က) အောက်သို့-လျောကျ-စီးဆင်း-၍။ (ခ) နိမ့်ဆင်း၍။"
"Ogaha (kri)","ဩဂဟ (ကြိ)","[အဝ+ဂဟ+အ+ဟိ]","[ava+gaha+a+hi]","သက်ဆင်း-ဆင်းသက်-လော့။ ဩဂဟတိ (က) ကြည့်။"
"Ogahaṇa (na)","ဩဂဟဏ (န)","[အဝ+ဂဟ+ယု]","[ava+gaha+yu]","(၁)ရေချိုးဆိပ်။ (၂) မှားသောအယူ။"
"Ogahati (kri)","ဩဂဟတိ (ကြိ)","[အဝ+ဂဟ+အ+တိ။ ","[ava+gaha+a+ti. ","နီတိ၊ ဓာ။ ၁၉၇၊ ၂၅၇။] (က) သက်ဆင်း-ဆင်းသက်-၏။ (ခ) သက်ရောက်-ဝင်ရောက်-၏။"
"Ogahana(na)","ဩဂဟန(န)","[အဝ+ဂဟ+ယု။ ","[ava+gaha+yu. ","အဝဂဟန (သံ)] အတွင်းဝင်ခြင်း။ ဩဂါဟ ၁ (၃) ကြည့်။"
"Ogahissati (kri)","ဩဂဟိဿတိ (ကြိ)","[အဝ + ဂဟ + ဿသိ]","[ava + gaha + ssasi]","သက်ရောက်-ဝင်ရောက်လတ္တံ့။ ဩဂဟတိ (ခ) ကြည့်။"
"Ogahetvā (kri,vi)","ဩဂဟေတွာ (ကြိ၊ဝိ)","[အဝ + ဂဟ + တွာ]","[ava + gaha + tvā]","သက်ဝင်၍။"
"Ogaḷati (kri)","ဩဂဠတိ (ကြိ)","[အဝ+ဂဠ+အ+တိ]","[ava+gaḷa+a+ti]","အောက်သို့-လျောကျ-ယိုစီး-၏။"
"Ogaḷitvā (kri, vi)","ဩဂဠိတွာ (ကြိ၊ ဝိ)","[အဝ+ဂဠ+တွာ]","[ava+gaḷa+tvā]","အောက်သို့-လျောကျ-စီးဆင်း-၍။ ဩဂလိ(ဠိ)တွာ (က) ကြည့်။"
"Ogādha (ti)","ဩဂါဓ (တိ)","[အဝ + ဂါဓ + အ(ဏ)။ ","[ava + gādha + a(ṇa). ","အတဂါဎ (သံ)] (က) သက်ဝင်ခြင်း။ (၂) အတွင်း၊ အတွင်းဝင်၍ တည်ခြင်း၊ တည်ရာမှီရာ ဖြစ်ခြင်း၊ ရင်းနှီးကျွမ်းဝင်ခြင်း။ (၃) ထောက်တည်ရာဖြစ်သော (နိဗ္ဗာန်)။ (၄)ထောက်တည်ခြင်း ဖြစ်သော (အရိယာမဂ်)။ "
"Ogādhanti (kri)","ဩဂါဓန္တိ (ကြိ)","[အဝ + ဂါဓ + အန္တိ]","[ava + gādha + anti]","တည်ကုန်၏။ ဩဂဓ ၂ (၁)(၂) ကြည့်။"
"Ogādhapatta (ti)","ဩဂါဓပတ္တ (တိ)","[ဩဂါဓ + ပတ္တ]","[ogādha + patta]","(၁)သက်ဝင်ခြင်းသို့ရောက်သော၊ သူ။ (၂) အတွင်း-အတွင်းဝင်၍ တည်ခြင်း- (အချင်းချင်း၌ တည်သော ရင်းနှီးကျွမ်းဝင်ခြင်းဖြင့်) တည်မှီရာဖြစ်ခြင်း- ရင်းနှီးခြင်းသို့ ရောက်သော၊ သူ။"
"Ogāha 1 (na)","ဩဂါဟ ၁ (န)","[အဝ + ဂဟ (ဂါဟ။ ဂါဟု။ ဂါဟူ) + ဏ။","[ava + gaha (gāha. Gāhu. Gāhū) + ṇa."," ဩဂါဠှ-ကြည့်။] (၁) ရေချိုးဆိပ်။ (၂) သက်ဆင်းခြင်း၊ ဆင်းသက်ခြင်း။ (၃) အတွင်းဝင်ခြင်း။ (၄) ရင်းနှီးသည်၏ အစွမ်းဖြင့်ဝင်ခြင်း၊ အကျွမ်းဝင်ခြင်း။"
"Ogāha 2 (kri)","ဩဂါဟ ၂ (ကြိ)","[အဝ+ဂဟ+(ဂါဟ။ ဂါဟု။ ဂါဟူ) + အ + ဟိ ]","[ava+gaha+(gāha. Gāhu. Gāhū) + a + hi ]","သက်ဆင်းလော။ ဩဂဟတိ-ကြည့်။"
"Ogāhaṇa (na)","ဩဂါဟဏ (န)","[အဝ + ဂဟ(ဂါဟ။ ဂါဟု။ ဂါဟူ) + ယု]","[ava + gaha(gāha. Gāhu. Gāhū) + yu]","မှားသောအယူဟူသော ဆိပ်။ ဩတရဏ (၃) ကြည့်။"
"Ogāhati (kri)","ဩဂါဟတိ (ကြိ)","[အဝ+ဂဟ+(ဂါဟ။ ဂါဟု။ ဂါဟူ) + အ+ တိ။ ","[ava+gaha+(gāha. Gāhu. Gāhū) + a+ ti. ","ဩဂါဠှ-ကြည့်] (က) သက်ဆင်း-ဆင်းသက်၏။ (ခ) သက်ဝင်-ဝင်ရောက်-၏။ သက်ဝင်၍ ယူ၏။"
"Ogāhana (na)","ဩဂါဟန (န)","[အဝ+ဂဟ(ဂါဟ။ဂါဟု။ဂါဟူ) + ယု။ ","[ava+gaha(gāha.gāhu.gāhū) + yu. ","ဩဂါဠှ-ကြည့်။] (က) ဆင်းသက်-ဆင်းသက်-ရာအခါ။ (ခ) သက်ဝင်-သက်ရောက်-ဝင်ရောက်-ခြင်း။"
"Ogāhanakkhama (ti)","ဩဂါဟနက္ခမ (တိ)","[ဩဂါဟန + ခမ]","[ogāhana + khama]","သက်ဆင်း-ဆင်းသက်-ခြင်းငှါ-ခန့်သော၊ သက်ဆင်းခြင်းငှါသင့်လျော်သော။"
"Ogāhanaṭṭha (pu)","ဩဂါဟနဋ္ဌ (ပု)","[ဩဂါဟန + အတ္ထ]","[ogāhana + attha]","သက်ဝင်ခြင်းဟူသောအနက်။"
"Ogāhanākāra (pu)","ဩဂါဟနာကာရ (ပု)","[ဩဂါဟန + အာကာရ]","[ogāhana + ākāra]","သက်ဝင်ခြင်းဟူသော အခြင်းအရာ။"
"Ogāhanta (ti)","ဩဂါဟန္တ (တိ)","[အဝ + ဂဟ(ဂါဟ။ ဂါဟု။ ဂါဟူ) + အန္တ။ ","[ava + gaha(gāha. Gāhu. Gāhū) + anta. ","ဩဂါဠှ-ကြည့်။ ထိ-၌ ဩဂါဟန္တီ။] (က) သက်ဝင်-ဝင်ရောက်-သော၊ သူ။ (ခ) သက်ဆင်း-ဆင်းသက်-သော။ (ဂ) စီးဝင်-စီးဆင်း-သော။"
"Ogāhanti (kri)","ဩဂါဟန္တိ (ကြိ)","[အတ+ဂဟ(ဂါဟ။ ဂါဟု။ ဂါဟူ)+အ+အန္တိ]","[ata+gaha(gāha. Gāhu. Gāhū)+a+anti]","သက်ဝင်-ဝင်ရောက်-ကုန်၏။ သက်ဝင်၍ ယူကုန်၏။ ဩဂါဟတိ (ခ) ကြည့်။"
"Ogāhappatta (ti)","ဩဂါဟပ္ပတ္တ (တိ)","[ဩဂါဟ + ပတ္တ]","[ogāha + patta]","ရင်းနှီးသည်၏အစွမ်းဖြင့်ဝင်ခြင်း-အကျွမ်းဝင်ခြင်း-သို့ ရောက်သော၊ သူ။ ဩဂါဓပတ္တ(၂)လည်းကြည့်။"
"Ogāhayanti (kri)","ဩဂါဟယန္တိ (ကြိ)","[အဝ + ဂဟ + ဏယ + အန္တိ]","[ava + gaha + ṇaya + anti]","သက်ဝင်၍ ယူကုန်၏။"
"Ogāhasi (kri)","ဩဂါဟသိ (ကြိ)","[အဝ + ဂဟ(ဂါဟ။ ဂါဟု။ ဂါဟူ)+သိ]","[ava + gaha(gāha. Gāhu. Gāhū)+si]","(က) သက်ဆင်း-ဆင်းသက်-၏။ (ခ) သက်ဝင်-ဝင်ရောက်-၏။ သက်ဝင်၍ ယူ၏။ ဩဂါဟတိ (က) (ခ) ကြည့်။"
"Ogāhayi (kri)","ဩဂါဟယိ (ကြိ)","[အဝ + ဂဟ (ဂါဟ။ ဂါဟု။ ဂါဟူ) + ဤ]","[ava + gaha (gāha. Gāhu. Gāhū) + ī]","သက်ဝင်-ဝင်ရောက်-ပြီ၊ သက်ဝင်၍ ယူပြီ။ ဩဂါဟတိ (ခ) ကြည့်။"
"Ogāhāpenti (kā, kri)","ဩဂါဟာပေန္တိ (ကာ၊ ကြိ)","[အဝ+ဂဟ(ဂါဟ။ ဂါဟု။ ဂါဟူ)+ဏာပေ+အန္တိ]","[ava+gaha(gāha. Gāhu. Gāhū)+ṇāpe+anti]","ယူစေကုန်၏။ ဩက္ကာမေန္တိ-ကြည့်။"
"Ogāhiṃ (kri)","ဩဂါဟိံ (ကြိ)","[အဝ+ဂဟ(ဂါဟ။ ဂါဟု။ ဂါဟူ) + ဤ]","[ava+gaha(gāha. Gāhu. Gāhū) + ī]","သက်ဆင်း-ဆင်းသက်-ပြီ။ ဩဂါဟတိ (က) ကြည့်။"
"Ogāhita (ti)","ဩဂါဟိတ (တိ)","[အဝ+ဂဟ(ဂါဟ။ ဂါဟု။ ဂါဟူ)+တ။","[ava+gaha(gāha. Gāhu. Gāhū)+ta.","ဩဂါဠှ-ကြည့်။] သက်ဝင်-ပူးဝင်-အပ်သော၊ သူ။ "
"Ogāhitabba (ti)","ဩဂါဟိတဗ္ဗ (တိ)","[အဝ+ဂဟ(ဂါဟ။ ဂါဟု။ ဂါဟူ) + တဗ္ဗ]","[ava+gaha(gāha. Gāhu. Gāhū) + tabba]","(က) သက်ဆင်း-ဆင်းသက်-အပ်သော။ (ခ) သက်ဝင်-သက်ရောက်-သက်ဝင်၍ယူ-အပ်သော၊ သူ။ "
"Ogāhituṃ (bya)","ဩဂါဟိတုံ (ဗျ)","[အဝ+ဂဟ(ဂါဟ။ ဂါဟု။ ဂါဟူ)+တုံ။","[ava+gaha(gāha. Gāhu. Gāhū)+tuṃ.","ဩဂါဠှ-ကြည့်။] (က) သက်ဝင်-ဝင်ရောက်-ခြင်းငှါ။ (ခ) ဉာဏ်ဖြင့် ထိုးထွင်းသိခြင်းငှါ။"
"Ogāhitvā (kri, vi)","ဩဂါဟိတွာ (ကြိ၊ ဝိ)","[အဝ+ဂဟ(ဂါဟ။ ဂါဟု။ ဂါဟူ)+တွာ]","[ava+gaha(gāha. Gāhu. Gāhū)+tvā]","(က) သက်ဆင်း-ဆင်းသက်-၍။ (ခ)သက်ဝင်-သက်ရောက်-ဝင်ရောက်-၍။"
"Ogāhissati (kri)","ဩဂါဟိဿတိ (ကြိ)","[အဝ+ဂဟ(ဂါဟ။ ဂါဟု။ ဂါဟူ)+ဿတိ]","[ava+gaha(gāha. Gāhu. Gāhū)+ssati]","သက်ဆင်း-ဆင်းသက်- လတ္တံ့။ ဩဂါဟတိ (က) ကြည့်။"
"Ogāhī (thī)","ဩဂါဟီ (ထီ)","[အဝ+ဂဟ(ဂါဟ။ ဂါဟု။ ဂါဟူ)+ဏ+ဤ (ဣတ္ထီ ပစ္စည်း]","[ava+gaha(gāha. Gāhu. Gāhū)+ṇa+ī (itthī paccaññaḥ]","ရေချိုးရာရေကန်။ ဩဂါဟ ၁ - ကြည့်။"
"Ogāhe (kri)","ဩဂါဟေ (ကြိ)","[အဝ+ဂဟ(ဂါဟ။ ဂါဟု။ ဂါဟူ)+ဧယျာမိ]","[ava+gaha(gāha. Gāhu. Gāhū)+eyyāmi]","သက်ဆင်း-ဆင်းသက်-ရာ၏။ ဩဂါဟတိ (က) ကြည့်။"
"Ogāhetabba (ti)","ဩဂါဟေတဗ္ဗ (တိ)","[အဝ+ဂဟ(ဂါဟ။ ဂါဟု။ ဂါဟူ)+တဗ္ဗ]","[ava+gaha(gāha. Gāhu. Gāhū)+tabba]","သက်ဝင်အပ်သော။ အောက်ပုဒ်လည်းကြည့်။"
"Ogāhetabbaṭṭha (pu)","ဩဂါဟေတဗ္ဗဋ္ဌ (ပု)","[ဩဂါဟေတဗ္ဗ+အတ္ထ]","[ogāhetabba+attha]","သက်ဝင်အပ်သည်၏အဖြစ်ဟူသော-သက်ဝင်အပ်-သောအနက်။"
"Ogāhetvā (kri, vi)","ဩဂါဟေတွာ (ကြိ၊ ဝိ)","[အဝ+ဂဟ(ဂါဟ။ ဂါဟု။ ဂါဟူ)+တွာ]","[ava+gaha(gāha. Gāhu. Gāhū)+tvā]","(၁)မြဲမြံစွာကိုင်ယူ၍၊ နှစ်၍။ (၂)(က) သက်ဆင်း-ဆင်းသက်-၍။ (ခ) သက်ဝင်-သက်ရောက်-၍။"
