undefined"E 1 ","ဧ ၁ ","undefined","",""ဧ" အက္ခရာ ၊ "ဧ" သရ ။ လေးဆယ့် တစ်လုံး ( လေးဆယ်သုံးလုံး ) သော အက္ခရာ , ရှစ်လုံး ( ဆယ်လုံး ) သော သရတို့တွင် ခုနစ်လုံးမြောက် ၊ လည်ချောင်း , အာစောက် အရပ်၌ ဖြစ်သော ( ကဏ္ဌတာလုဇ ) ၊ ရှည်သော အသံဖြင့် ရွတ်ဆိုအပ်သော ( ဒီဃ ) ၊ နိဂ္ဂဟိတ် မှ တစ်ပါးသောဗျည်းတို့၏ မှီရာဖြစ်သော ( နိဿယ ) - အက္ခရာ - သရ ။ ကစ္စည်း။"
"Ekadesavinicchaya (pu)","ဧကဒေသဝိနိစ္ဆယ (ပု)","[ ဧကဒေသ + ဝိနိစ္ဆယ  ]","[ ekadesa + vinicchaya ]","တစ်စိတ်တစ်ဒေသ ဆုံးဖြတ်ခြင်း။"
"Ekadesavivatti (thi)","ဧကဒေသဝိဝတ္တိ (ထိ)","[ ဧကဒေသ + ဝိဝတ္တိ ]","[ ekadesa + vivatti ]","အစိတ် - တစ်စိတ်တစ်ဒေသ- ၌ ဖြစ်သော ( ရူပအလင်္ကာ )။"
"Ekadesavisabhāga (pu)","ဧကဒေသဝိသဘာဂ (ပု)","[ ဧကဒေသ + ဝိသဘာဂ ]","[ ekadesa + visabhāga ]","တစ်စိတ်တစ်ဒေသ တရားနှင့် သဘောမတူသော တရား။"
"Ekadesavisaya (ti)","ဧကဒေသဝိသယ (တိ)","[ ဧကဒေသ +ဝိသယ ]","[ ekadesa +visaya ]","တစ်စိတ်တစ်ဒေသ လျှင် အာရုံရှိသော။"
"Ekadesavohāra (pu)","ဧကဒေသဝေါဟာရ (ပု)","[ ဧကဒေသ + ဝေါဟာရ ]","[ ekadesa + vohāra ]","တစ်စိတ်တစ်ပိုင်း၏ အမည် ၊ တစ်စိတ်၏ အမည်ဖြင့် တင်စား၍ ခေါ်ဝေါ်ခြင်း။"
"Ekadesasabhāga (pu)","ဧကဒေသသဘာဂ (ပု)","[ ဧကဒေသ+ သဘာဂ  ]","[ ekadesa+ sabhāga ]","တစ်စိတ််တစ်ဒေသသော တရားနှင့် သဘောတူသော တရား။ (သမ္ပယောဂနည်း သင်္ဂဟနည်းတို့နှင့် သင့်တင့်သောလက္ခဏာ။) "
"Ekadesasambhava (pu)","ဧကဒေသသမ္ဘဝ (ပု)","[ ဧကဒေသ + သမ္ဘဝ  ]","[ ekadesa + sambhava ]","တစ်စိတ် တစ်ပိုင်းသော တရား ( = အနုပဿနာ ) ၏ ဖြစ်သင့်ခြင်း။"
"Ekadesasammissa (ti)","ဧကဒေသသမ္မိဿ (တိ)","[ ဧကဒေသ + သမ္မိဿ ]","[ ekadesa + sammissa ]","တစ် စိတ်တစ်ဒေသ ရောနှောသော။"
"Ekadesasarūpa (ti)","ဧကဒေသသရူပ (တိ)","[ ဧကဒေသ + သရူပ ]","[ ekadesa + sarūpa ]","တစ်စိတ်တစ်ဒေသ သုတိတူသော။"
"Ekadesasarūpekasesa (pu)","ဧကဒေသသရူပေကသေသ (ပု)","[ ဧကဒေသ+ သရူပ + ဧကသေသ။ ","[ ekadesa+ sarūpa + ekasesa. ","ဧကဒေသ+ သရူပေ ကသေသ ] သဒ္ဒါသုတိတူသော ပုဒ် ဗျည်း တို့တွင် တစ်စိတ်ဖြစ်သော ပုဒ်ဗျဥ်း၏ တစ်ခုကြွင်း။ (ပဋိသံ၊ဂံ။) တစ်စိတ်တူသော သုတိရှိသော-တစ်စိတ်သဒ္ဒသုတိ တူသော-ပုဒ်,ဗျည်းဟူသော တစ်ခုကြွင်း။ (မဏိမဥ္ဗူ။) ဧက‌‌ဒေသသရူပေကသိသ်။"
"Ekadesasarūpekasesanaya (pu)","ဧကဒေသသရူပေကသေသနယ (ပု)","[ ဧကဒေသသရူပေကသေသ + နယ ]","[ ekadesasarūpekasesa + naya ]","သုတိတူတစ်စိတ် - ၏ - ကို - တစ်ခုကြွင်းပြုသော နည်း ၊ ဧကဒေသသရူပေကသိသ်နည်း။"
"Ekadesasāmañña (na)","ဧကဒေသသာမည (န)","[ ဧကဒေသ + သာမည ]","[ ekadesa + sāmañña ]","တစ်စိတ်တစ်ဒေသတူသည်၏ အဖြစ် ။"
"Ekadesasāruppa (ti)","ဧကဒေသသာရုပ္ပ (တိ)","[ ဧကဒေသ + သာရုပ္ပ  ]","[ ekadesa + sāruppa ]","တစ်စိတ်တစ်ဒေသ သု တိတူခြင်း။"
"Ekadesasotāpattimaggaṭṭha (ti)","ဧကဒေသသောတာပတ္တိမဂ္ဂဋ္ဌ (တိ)","[ ဧကဒေသသောတာပတ္တိမဂ္ဂ + ဌာ + ကွိ ]","[ ekadesasotāpattimagga + ṭhā + kvi ]","တစ်စိတ်တစ်ဒေသ အားဖြင့် - တစ်စိတ်တစ်ဒေသ ဖြစ်သော - သောတာ ပတ္တိမဂ်၌ တည်သော၊ ( သောတာပတ္တိမဂ် တစ်စိတ်ကို ရသော ) သူ။"
"Ekadesasotāpanna (pu)","ဧကဒေသသောတာပန္န (ပု)","[ ဧကဒေသ + သောတာပန္န ]","[ ekadesa + sotāpanna ]","တစ်စိတ်တစ် ဒေသ အားဖြင့် သောတာပန်ဖြစ်သော ပုဂ္ဂိုလ်။ အထက်ပုဒ်ကြည့်။"
"Ekadesāgata (ti)","ဧကဒေသာဂတ (တိ)","[ ဧကဒေသ + အာဂတ ]","[ ekadesa + āgata ]","တစ်စိတ်တစ်ဒေသအားဖြင့် လာသော။"
"Ekadesādhika (ti)","ဧကဒေသာဓိက (တိ)","[ ဧကဒေသ + အဓိက ]","[ ekadesa + adhika ]","တစ်စိိတ်တစ်ဒေသ ပိုလွန်သော။"
"Ekadesānubhavana (na)","ဧကဒေသာနုဘဝန (န)","[ ဧကဒေသ + အနုဘဝန ]","[ ekadesa + anubhavana ]","တစ် စိတ်တစ်ဒေသ ခံစားခြင်း။"
"Ekadesābhāva (pu)","ဧကဒေသာဘာဝ (ပု)","[ ဧကဒေသ + အဘာဝ ]","[ ekadesa + abhāva ]","တစ်စိတ်တစ်ဒေသ၏ မရှိခြင်း။"
"Ekadesāvajjana (na)","ဧကဒေသာဝဇ္ဇန (န)","[ ဧကဒေသ + အာဝဇ္ဇန ]","[ ekadesa + āvajjana ]","တစ်စိတ်တစ်ဒေသဆင်ခြင် ခြင်း။"
"Ekadesupalakkhaṇa (na)","ဧကဒေသုပလက္ခဏ (န)","[ ဧကဒေသ + ဥပလက္ခဏ ]","[ ekadesa + upalakkhaṇa ]","တစ်စိတ် တစ်ဒေသ မှတ်သားခြင်း။"
"Ekadese kadesappahāna (na)","ဧကဒေသေ ကဒေသပ္ပဟာန (န)","[ ဧကဒေသ + ဧကဒေသ + ပဟာန ]","[ ekadesa + ekadesa + pahāna ]","တစ်စိတ် တစ်စိတ်သော သံယောဇဥ်တို့ကို ပယ်ခြင်း။ ဧက-ဒေသသေ တာပတ္တိမဂ္ဂဋ္ဌ - ကြည့်။"
"Ekadoṇikanāvapa (ppa) māṇa ( nāvāppamaṇa ) (ti)","ဧကဒေါဏိကနာဝပ (ပ္ပ) မာဏ ( နာဝါပ္ပမဏ ) (တိ)","[ ဧကဒေါဏိကနာဝါ + ပမာဏ ]","[ ekadoṇikanāvā + pamāṇa ]","တစ်ခုသော - လှေ - ထွင်းလှေ - ပမာဏရှိသော။"
"Ekaddhajamālā (ti)","ဧကဒ္ဓဇမာလာ (တိ)","[ ဧကာ + ဓဇမာလာ ]","[ ekā + dhajamālā ]","(အဆက်မပြတ်) တစ်စပ်တည်းသော - တံခွန်ပန်း - တံခွန်အစဥ် - ရှိသော။"
"Ekaddha (dha) jamāli (ti)","ဧကဒ္ဓ (ဓ) ဇမာလိ (တိ)","[ ဧကဒ္ဓ (ဓ) ဇမာလာ + ဤ ]","[ ekaddha (dha) jamālā + ī ]","တစ်စပ်တည်းသော - တံခွန်ပန်း - တံခွန်အစဥ် - ရှိသော။"
"Ekaddhānagāmana (na)","ဧကဒ္ဓါနဂါမန (န)","[ ဧကဒ္ဓါန + ဂမန ]","[ ekaddhāna + gamana ]","တစ်ခုသော ခရီးရှည်ကို သွားခြင်း။"
"Ekaddhānamagga (na)","ဧကဒ္ဓါနမဂ္ဂ (န)","[ ဧက + အဒ္ဓါနမဂ္ဂ ]","[ eka + addhānamagga ]","(၁) တစ်ခုသော ခရီးရှည်။ (၂) တစ်ပေါင်းတည်း - အတူတကွ - သွားအပ်သော ခရီးရှည်။"
"Ekaddhānamaggamana (na) ","ဧကဒ္ဓါနမဂ္ဂမန (န) ","[ ဧကဒ္ဓါနမဂ္ဂ + ဂမန  ]","[ ekaddhānamagga + gamana ]","တစ်ခုသော - တစ် ပေါင်းတည်း သွားအပ်သော - အတူတကွ သွားအပ်သော - ခရီးရှည်သို့ သွားခြင်း။"
"Ekaddhānamaggapaṭipajjanavatthu (na)","ဧကဒ္ဓါနမဂ္ဂပဋိပဇ္ဇနဝတ္ထု (န)","[ ဧကဒ္ဓါနမဂ္ဂပဋိပဇ္ဇန + ဝတ္ထု  ]","[ ekaddhānamaggapaṭipajjana + vatthu ]","တစ်ခုသော - တစ်ပေါင်းတည်းသွားအပ်သော - အတူတကွ သွားအပ်သော - ခရီးရှည်သို့ သွားသော ဝတ္ထု။"
"Ekaddhāra (na)","ဧကဒ္ဓါရ (န)","[ ဧက + ဒွါရ ]","[ eka + dvāra ]","(၁) တစ်ခုသော (စက္ခုစသော ) ဒွါရ။ (၂) တစ်ခုသော - တံခါး - အပေါက် (တံခါးပေါက် ၊ ခံတွင်း ပေါက် - စသည် ) ။ (တိ) (၃) တံခါး တစ်ပေါက် တည်းရှိသော။"
"Ekadvārakoṭṭhaka (ti)","ဧကဒွါရကောဋ္ဌက (တိ)","[ ဧက + ဒွါရကောဋ္ဌက ]","[ eka + dvārakoṭṭhaka ]","တစ်ခု သော တံခါးမုခ်ရှိသော။"
"Ekaddhārabāhā (thī)","ဧကဒ္ဓါရဗာဟာ (ထီ)","[ ဧကာ + ဒွါရကောဋ္ဌက ]","[ ekā + dvārakoṭṭhaka ]","တစ်ခု သော တံခါး ပေါင်။"
"Ekadvārika (ti)","ဧကဒွါရိက (တိ)","[ ဧက ဒွါရ + ဣက ]","[ eka dvāra + ika ]","တစ်ဒွါရ၌ဖြစ်သော ။ အောက်ပုဒ်ကြည့်။"
"Ekadvārikakamma (na)","ဧကဒွါရိကကမ္မ (န)","[ ဧကဒွါရိက + ကမ္မ ]","[ ekadvārika + kamma ]","တစ်ဒွါရ၌ ဖြစ်သော ကံ ။"
"Ekadvārikacitta(na)","ဧကဒွါရိကစိတ္တ(န)","[ ဧကဒွါရိက + စိတ္တ ]","[ ekadvārika + citta ]","တစ်ဒွါရ၌ ဖြစ်သော စိတ်။"
"Ekadvi(dve) santhativāra (pu)","ဧကဒွိ(ဒွေ) သန္ထတိဝါရ (ပု)","[ ဧကဒွိ (ဒွေ ) သန္တတိ + ဝါရ ]","[ ekadvi (dve ) santati + vāra ]","တစ်ခုနှစ်ခု သန္တတိဝါရ။"
"Ekadvithipaṭala (ti)","ဧကဒွိထိပဋလ (တိ)","[ ဧကဒွိတိ + ပဋလ ]","[ ekadviti + paṭala ]","တစ်လွှာ, နှစ်လွှာ , သုံးလွှာရှိသော။"
"Ekadvitimiujaka (ti)","ဧကဒွိတိမိဥ္ဇက (တိ)","[ ဧကဒွိတိ + မိဥ္ဇက ]","[ ekadviti + miujaka ]","တစ်မြှောင်း , နှစ်မြှောင်း , သုံးမြှောင်း ရှိသော။"
"Ekadvīhika (ti)","ဧကဒွီဟိက (တိ)","[ ဧကဒွီဟ +ဏိက ]","[ ekadvīha +ṇika ]","တစ်ရက်နှစ်ရက်  - ဟု ဖြစ်သော - ဟူသော. အောက်ပုဒ်ကြည့်။"
"Ekadvīhikā 1 (thī)","ဧကဒွီဟိကာ ၁ (ထီ)","[ (ဧက+ဒွိ + အဟ +ဣက+အာ= ) ဧကဒွီဟိကာ+ဂဏနာ ]","[ (eka+dvi + aha +ika+ā= ) ekadvīhikā+gaṇanā ]","တစ်ရက် - နှစ်ရက် - ဟု ဖြစ်သော - ဟူသော - ရေတွက်ခြင်း။"
"Ekadvīhikā 2 (thī)","ဧကဒွီဟိကာ ၂ (ထီ)","[ ဧက + ဒွိ + ဤဟိကာ ]","[ eka + dvi + īhikā ]","တစ် ပါးချင်း တစ်ပါးချင်း , နှစ်ပါးတွဲ နှစ်ပါးတွဲ , ချဥ်းကပ်ခြင်း။"
"Ekadvedivasika (ti)","ဧကဒွေဒိဝသိက (တိ)","[ ဧကဒွေဝိဝသ+ဏိက ]","[ ekadvevivasa+ṇika ]","တစ်ရက် နှစ်ရက် - ဖြစ် - ရှိ - ကြာ - သော။"
"Ekadvesanthativāra (pu,na)","ဧကဒွေသန္ထတိဝါရ (ပု၊န)","[ ဧကဒွေသန္တတိ + ဝါရ ]","[ ekadvesantati + vāra ]","(၁) တစ်ခုနှစ်ခုသော ဇောစိတ်အစဥ် အလှည့်အကြိမ်။ (တိ) (၂) တစ်ခုနှစ်ခုသော ဇောစိတ်အစဥ် အလှည့်အကြိမ် ရှိသော။"
"Ekadvesantha tivārapariyāpanna (ti)","ဧကဒွေသန္ထ တိဝါရပရိယာပန္န (တိ)","[ ဧကဒွေ သန္တတိဝါရ + ပရိယာပန္န ]","[ ekadve santativāra + pariyāpanna ]","တစ်ခု နှစ်ခုသော ဇောစိတ်အစဥ် အလှည့်အကြိမ်၌ - အကျုံးဝင် - အတွင်းဝင် - သော။"
"Ekadhamma (pu)","ဧကဓမ္မ (ပု)","[ ဧက+ ဓမ္မ  ]","[ eka+ dhamma ]","(၁) တစ်ခုသော- သဘော-တရား ။ (၂) တူညီသော အကျင့်တရား။"
"Ekadhammakkhandha (pu)","ဧကဓမ္မက္ခန္ဓ (ပု)","[ ဧက+ဓမ္မက္ခန္ဓ  ]","[ eka+dhammakkhandha ]","တစ်ခုသေော - ဓမ္မက္ခန္ဓာ- တရားအစု။"
"Ekadhammacārī (ti)","ဧကဓမ္မစာရီ (တိ)","[ ဧကဓမ္မ+စရ+ဏီ  ]","[ ekadhamma+cara+ṇī ]","တူသော အကျင့်တရားကို ကျင့်လေ့ရှိသော ၊ သူ။"
"Ekadhammapāḷi (thī)","ဧကဓမ္မပါဠိ (ထီ)","[ ဧကဓမ္မ + ပါဠိ ]","[ ekadhamma + pāḷi ]","တစ်ခု သော တရားကို ( ဟောအပ်ရာဖြစ်သော - ပြတော် မူသော ) ပါဠိတော်၊ ဧကဓမ္မပါဠိတော်။"
"Ekadhammapāḷivaṇṇanā (thī)","ဧကဓမ္မပါဠိဝဏ္ဏနာ (ထီ)","[ ဧကဓမ္မပါဠိ +ဝဏ္ဏနာ ]","[ ekadhammapāḷi +vaṇṇanā ]","ဧကဓမ္မပါဠိတော်အဖွင့်။"
"Ekadhammapūraṇa (ti)","ဧကဓမ္မပူရဏ (တိ)","[ ဧကဓမ္မ+ပူရဏ ]","[ ekadhamma+pūraṇa ]","တစ် ခုသော တရားကို - ပြည့်စေ - ဖြည့်ကျင့်- သော ၊သူ။"
"Ekadhammamūlika (ti)","ဧကဓမ္မမူလိက (တိ)","[ (ဧကဓမ္မ +မူလ = ) ဧကဓမ္မမူလ +ဣက    ]","[ (ekadhamma +mūla = ) ekadhammamūla +ika  ]","တစ်ခုသော တရားလျှင် - မူလ- အကြောင်းရင်း - ရှိသော။"
"Ekadhammassavani (savanī)ya (ti)","ဧကဓမ္မဿဝနိ (သဝနီ)ယ (တိ)","[ ဧက+ ဓမ္မဿ(သ)ဝန =) ဧကဓမ္မဿ (သ) ဝန +ဣယ ]","[ eka+ dhammassa(sa)vana =) ekadhammassa (sa) vana +iya ]","တစ်ကြိမ်တရားတော်ကို နာဘူးသော ၊ တစ်ခုသော တရားနာခြင်း - တစ်ကြိမ် တရားနာခြင်း - ဖြင့် ပြီးစီးသော (ရဟန်း) ကိစ္စ ရှိသော၊ ဧကဓမ္မဿ (သ) ဝနိယမည်သော၊ သူ။"
"Ekadhammasavanīyatthera (pu)","ဧကဓမ္မသဝနီယတ္ထေရ (ပု)","[ ဧကဓမ္မသဝနီယ + ထေရ ]","[ ekadhammasavanīya + thera ]","ဧကဓမ္မသဝနီယမည်သောထေရ်။"
"Ekadhammādhāra (ti)","ဧကဓမ္မာဓာရ (တိ)","[ ဧကဓမ္မ + အာဓာရ ]","[ ekadhamma + ādhāra ]","တစ်ခုသော တရားသာလျှင် တည်ရာရှိသော၊ တရားတစ်ခု၌ တည်သော။"
"Ekadhammārammaṇa (ti)","ဧကဓမ္မာရမ္မဏ (တိ)","[ ဧကဓမ္မ + အာရမ္မဏ ]","[ ekadhamma + ārammaṇa ]","တစ်ခုသော တရားလျှ င် အာရုံရှိသော။"
"Ekadhā (bya)","ဧကဓာ (ဗျ)","[ ဧက+ဓာ ။ ","[ eka+dhā. ","ရူ ၊နှာ။ ၁၃၃၊ ၂၅၄။ နီတိ ၊ သုတ္တ ၊ နှာ။ ၂၅၇။ ၃၈၀။ ] တစ်ခုသော အပြားအားဖြင့်။"
"Ekadhātu (thī)","ဧကဓာတု (ထီ)","[ ဧကာ+ဓာတု ]","[ ekā+dhātu ]","တစ်ခုသော ဓာတ်။"
"Ekadhikāra (dhikkāra) (pu)","ဧကဓိကာရ (ဓိက္ကာရ) (ပု)","[ ဧက + ဓိကာရ( ဓိက္ကာရ)  ]","[ eka + dhikāra( dhikkāra) ]","တစ်ခဲနက်သော - "ဓီ(=ထွီ)" ဟူသော အက္ခရာ - "ဓီ" ဟူသော အသံ - "ဓီ ဟု - ပြုခြင်း။"
"Ekadhikkāraparipuṇṇa (ti)","ဧကဓိက္ကာရပရိပုဏ္ဏ (တိ)","[ ဧကဓိက္ကာရ + ပရိပုဏ္ဏ ]","[ ekadhikkāra + paripuṇṇa ]","တစ်ခုဲနက်သော ="ဓိ (=ထွီ)" ဟူသော အက္ခရာ - "ဓီ" ဟူသော အသံ - "ဓီ ဟု - ပြုခြင်း နှင့်ပြည့်သော။"
"Ekadhitikā (thī)","ဧကဓိတိကာ (ထီ)","[ ဧကာ + ဓိတိကာ။ ","[ ekā + dhitikā. ","ဧက ဓိတု + ဏိက + အာ ( ဣတ္ထီပစ္စည်း) ] တစ်ဦးတည်းသော သမီး။"
"Ekadhītu (thī)","ဧကဓီတု (ထီ)","[ ဧကာ + ဓိတု ]","[ ekā + dhitu ]","တစ်ဦးတည်းသော သမီး။"
"Ekadhura (pu,na)","ဧကဓုရ (ပု,န)","[ ဧက + ဓုရ ]","[ eka + dhura ]","တစ်ခုသော ထမ်းပိုး။"
"Ekadhūma(ti)","ဧကဓူမ(တိ)","[ ဧက + ဓူမ ]","[ eka + dhūma ]","တစ် ခဲနက်သော အခိုးရှိသော။"
"Ekadhenu (thī)","ဧကဓေနု (ထီ)","[ ဧကာ + ဓေနု  ]","[ ekā + dhenu ]","တစ်ကောင်သော နို့တိုက်နွားမ။"
"Ekanagara (thī, na)","ဧကနဂရ (ထီ ၊ န)","[ ဧက + နဂရ ]","[ eka + nagara ]","တစ်ခုတည်းသောမြို့ ၊ တစ်မြို့တည်း။"
"Ekanagariya (ti)","ဧကနဂရိယ (တိ)","[ ဧကနဂရ +ဣက (ဣယ) ]","[ ekanagara +ika (iya) ]","တစ်ခုတည်းသော မြို့၌ နေသော ၊ သူ။"
"Ekanayana (na)","ဧကနယန (န)","[ ဧက + နယန ]","[ eka + nayana ]","(၁) တစ် ခုသော မျက်စိ ။ (တိ) (၂) တစ်ခု သောမျက်စိရှိသော ၊ သူ။ "
"Ekanavuta (ti)","ဧကနဝုတ (တိ)","[ ဧကနဝုတိ + အ။ ","[ ekanavuti + a. ","ရူ ၊ ဋီ၊ နှာ ။ ၁၇၄ ။ ဧကနဝုတိ + ဍ ။ မောဂ်။ ၄ ။၅၁ ။ ဧက + နဝုတိ ။ နီတိ ၊ ပဒ ။ ၄၀၆ ။ ယင်းအလို "ထီ" လိင်။ ] ကိုးဆယ့် တစ်ခုမြောက် ဖြစ်သော။ (ရူ၊ဋီ။ မောဂ်။) ကိုးဆယ့်တစ်ခု။ (နီတိ၊ပဒ။)"
"Ekanavuti (thi)","ဧကနဝုတိ (ထိ)","[ (၁) ဧက + နဝုတိ = (၂) ဧက နဝုတိ + အ(ဍ) ]","[ (1) eka + navuti = (2) eka navuti + a(ḍa) ]","(၁) ကိုးဆယ့် တစ်ခု ။ (တိ) (၂) ကိုးဆယ့် တစ်ခုမြောက်ဖြစ်သော။"
"Ekanavutikappa (pu)","ဧကနဝုတိကပ္ပ (ပု)","[ ဧကနဝုတိ + ကပ္ပ ]","[ ekanavuti + kappa ]","ကိုးဆယ့် တစ်ခုမြောက်သော ကမ္ဘာ။"
"Ekanavutikappamatthaka (pu,na)","ဧကနဝုတိကပ္ပမတ္ထက (ပု၊န)","[ ဧကနဝုတိကပ္ပ + မတ္ထက ]","[ ekanavutikappa + matthaka ]","ကိုးဆယ့် တစ် ခုမြောက်သော - ကမ္ဘာ၏ အထက် - ကမ္ဘာထက်။"
"Ekanavutikappāvasāna (na)","ဧကနဝုတိကပ္ပါဝသာန (န)","[ ဧကနဝုတိကပ္ပ+ အဝသာန ]","[ ekanavutikappa+ avasāna ]","ကိုး ဆယ့် တစ်ခုမြောက်သော - ကမ္ဘာ၏ အဆုံး။"
"Ekanavutijana (pu)","ဧကနဝုတိဇန (ပု)","[ ဧကနဝုတိ + ဇန ]","[ ekanavuti + jana ]","ကိုးဆယ့် တစ်ယောက်သော လူ။ "
"Ekanahuta (na)","ဧကနဟုတ (န)","[ ဧက + နဟုတ ]","[ eka + nahuta ]","(၁) တစ်သောင်း။ (၂) တစ်ခုသော နဟုတသင်္ချာ ။ "
"Ekanaḷa (pu)","ဧကနဠ (ပု)","[ ဧက + နဠ ]","[ eka + naḷa ]","တစ်ခုသော ကျုရိုး။"
"Ekanāda (ti)","ဧကနာဒ (တိ)","[ ဧက + နာဒ ]","[ eka + nāda ]","တစ်ခဲနက်သော ပဲ့တင်သံ ရှိသော။"
"Ekanānākulaggahaṇa (na)","ဧကနာနာကုလဂ္ဂဟဏ (န)","[ ဧကနာနာကုလ+ ဂဟဏ  ]","[ ekanānākula+ gahaṇa ]","ဧက ကုလသဒ္ဒါ, နာနာကုလ သဒ္ဒါ။"
"Ekanānājātika (ti)","ဧကနာနာဇာတိက (တိ)","[ ဧကနာနာ + ဇာတိ + က  ]","[ ekanānā + jāti + ka ]","တစ် ခု တစ်ခုသော သဘောရှိ , များသော သဘောရှိသော ။"
"Ekanānāsanthānagata (ti)","ဧကနာနာသန္ထာနဂတ (တိ)","[ ဧကနာနာသန္တာန + ဂတ ]","[ ekanānāsantāna + gata ]","မကွဲမပြား - တူ - သော သန္တာန်၌ ဖြစ်သော , ထူးသော သန္တာန်၌ ဖြစ်သော ။ အထက်ပုဒ်ကြည့်။"
"Ekanānūpacāraggahaṇa (na)","ဧကနာနူပစာရဂ္ဂဟဏ (န)","[ ဧကနာနူပစာရ + ဂဟဏ ]","[ ekanānūpacāra + gahaṇa ]","ဧကူပစာရသဒ္ဒါ , နာနူပစာရ သဒ္ဒါ ။ ဧကနာနာကုလဂ္ဂဟဏ - ကြည့်။"
"Ekanāma (ti)","ဧကနာမ (တိ)","[ ဧက+ နာမ  ]","[ eka+ nāma ]","တစ်ခုတည်းသော - တူသော - အမည်ရှိသော ၊ အမည်တူသော ၊ သူ။"
"Ekanāmaka (ti)","ဧကနာမက (တိ)","[ ဧက + နာမ +က။ ထီ - ၌ ဧကနာမိကာ ]","[ eka + nāma +ka. Thī - ၌ ekanāmikā ]","(၁) တစ်ခုတည်းသော - တူသော - အမည်ရှိသော ၊ အမည်တူသော ၊ သူ။ (၂) တစ်ခုတစ်ခုသော - အသီးသီးသော - အမည်ရှိသော ၊ အမည်မတူသော ၊ သူ။"
"Ekanāmika (ti)","ဧကနာမိက (တိ)","[ ဧကနာမ + ဣက ]","[ ekanāma + ika ]","တူသော အမည်ရှိသော။"
"Ekanāmikā (thī)","ဧကနာမိကာ (ထီ)","undefined","","ဧကနာမက (၁) ကြည့်။"
"Ekanāvā (thī)","ဧကနာဝါ (ထီ)","[ ဧကာ + နာဝါ ]","[ ekā + nāvā ]","တစ်ခုသော လှေ။"
"Ekanāḷā(lā) (thī)","ဧကနာဠာ(လာ) (ထီ)","[ ယာဒိစ္ဆကနာမ် ]","[ yādicchakanāma ]","ဧကနာဠာ (လာ) မည်သော ပုဏ္ဏားရွာ ၊ ဧကနာဠာ (လာ_ရွာ ။"
"Ekanāḷi (thī, na )","ဧကနာဠိ (ထီ ၊ န )","[ ဧကာ + နာဠိ ]","[ ekā + nāḷi ]","(၁) တစ်ခုသော ပြည်တောင်း။ (၂) တစ်ခုသော - စလယ် - ကွမ်းစား - တောင်း ။ "
"Ekanāḷikā 1 (thī)","ဧကနာဠိကာ ၁ (ထီ)","[ ဧက + နာဠိကာ ]","[ eka + nāḷikā ]","တစ်ခုသော ပြည်တောင်း။"
"Ekānāḷikā 2 (thī) ","ဧကာနာဠိကာ ၂ (ထီ) ","[ ဧက + နာဠ+က+အာ။ ","[ eka + nāḷa+ka+ā. ","(ဣ-လာ။) ဧကာ + နာဠိ + က+ အာ။ ဧကာ+ နာဠိကာ။ ] တစ်ခုတစ်ခုသော ပုဒ်လျှင် အရင်းခံရှိသော အဖွင့် ၊ တစ်ခုတစ်ခုသော ပုဒ်၏ အနက်ကို - ဆို - ဖွင့်ဆို - ခြင်း၊ တစ်ခု တစ်ခုသော ပုဒ်၏ အနက်အဖွင့်။"
"Ekanāḷikākathā (thī)","ဧကနာဠိကာကထာ (ထီ)","[ ဧကနာဠိကာ + ကထာ ]","[ ekanāḷikā + kathā ]","တစ်ခုတစ် ခုသော ပုဒ်၏ အနက် အဖွင့်စကား။"
"Ekanikāya 1 (pu)","ဧကနိကာယ ၁ (ပု)","[ ဧက + နိကာယ ]","[ eka + nikāya ]","(၁) တစ်ခုသော အပေါင်း ၊ ( သုတ်ပါဠိတော် အပေါင်း ၊ ရဟန် အပေါင်း - စသည်။ ) (၂) တူသော - နိကာယ် - သုတ်ပါဠိတော် - အပေါင်း။"
"Ekanikāya 2 (pu)","ဧကနိကာယ  ၂ (ပု)","[ ဧကနိကာယ + ဏ ]","[ ekanikāya + ṇa ]","တစ်ခု သော နိကာယ်၌ ရအပ်သော နည်း။ (ယောဇနာ)။"
"Ekanikāyika (ti)","ဧကနိကာယိက (တိ)","[ ဧကနိကာယ + ဣက ]","[ ekanikāya + ika ]","တူသော နိကာယ် ( သုတ်ပါဠိတော် အပေါင်း) ကို ဆောင်သော ၊ နိကာယ် တတ်ခြင်း , သင်ခြင်း တူသော ၊ သူ။"
"Ekaniṭṭha (ti)","ဧကနိဋ္ဌ (တိ)","[ ဧက + နိဋ္ဌ ]","[ eka + niṭṭha ]","တစ်ခုတည်းသော - အပြီးအဆုံး - ပြီးဆုံးမှု - ရှိသော (နိဗ္ဗာန် , အရဟတ္တဖိုလ် )။ "
"Ekanindāda (pu,na)","ဧကနိန္ဒာဒ (ပု၊န)","[ ဧက + နိန္ဒာဒ ]","[ eka + nindāda ]","(၁) တစ်ပြိုင်နက် - သော  - ဖြစ်သော  - ပဲ့တင်ထပ်သံ။ (မအူ၊ သျ။ ဂဏ္ဌိ၊ သစ်။) (ဘာသာဋီကာ၌-"တစ်ပြိုင်နက်ပဲ့တင်သံရှိသည်"ဟု အနက် ပေးသည်။) (တိ) (၂) တစ်ပြိုင်နက်ဖြစ်သော ပဲ့တင်သံ ရှိသော။"
